dependency,count
com.github.fangjinuo.sqlhelper:sqlhelper-jsqlparser,2
org.eclipse.jdt:core,5
org.apache.directory.server:kerberos-client,1
org.nuxeo.ecm.platform:nuxeo-platform-forms-layout-io,1
org.nuxeo.ecm.platform:nuxeo-platform-login-token-rest,1
org.nuxeo.ecm.platform:nuxeo-platform-mail-jsf,1
org.nuxeo.theme:nuxeo-theme-migration,1
org.apache.cayenne.modeler:cayenne-modeler-mac-ext,1
org.apache.velocity.tools:velocity-tools-generic,3
com.easy:hello-service-api,1
org.kie.kogito:kogito-addons-quarkus-events-process,1
org.kie.kogito:kogito-addons-springboot-rest-exception-handler,1
org.kie.kogito:monitoring-core-common,1
fr.eurecom.nerd:client,1
org.jitsi:jicoco,1
org.apache.nifi:nifi-web-utils,1
io.pkts:pkts-streams,1
org.apache.felix:org.apache.felix.scr,9
org.springframework:spring-asm,4
com.spotify:zoltar-xgboost,1
com.zendesk:mysql-binlog-connector-java,1
org.noear:solon.serialization.fastjson,1
io.quarkus:quarkus-amazon-s3,1
io.quarkus:quarkus-bootstrap-gradle-resolver,1
io.quarkus:quarkus-enforcer-rules-smoketest-ext2,1
io.quarkus:quarkus-spring-data-rest,1
org.igniterealtime.smack:smack-java7,4
org.structr:structr-db-driver-api,1
com.zrlog:service,1
org.apache.axis2.wso2:axis2-jaxbri,2
io.jenkins:configuration-as-code,2
org.jenkinsci.plugins:pipeline-model-definition,1
org.springframework.security.experimental:spring-security-oauth2-authorization-server,1
org.wso2.carbon.identity:org.wso2.carbon.um.ws.api.stub,2
org.wso2.carbon.metrics:org.wso2.carbon.metrics.impl,2
org.apache.flink:flink-shaded-jackson,3
com.intellij:idea,1
exclusions:included-excluded,1
com.sun.faces.test.javaee6web:multiPageFlowInJar,1
org.camunda.bpm:camunda-engine-rest-core,2
com.oracle.oci.sdk:oci-java-sdk-osmanagement,1
io.prometheus.jmx:collector,5
org.apache.servicecomb.saga:omega-transport-feign,1
org.openrdf.sesame:sesame-rio-testsuite,1
org.mule.connectors:mule-sockets-connector,2
org.languagetool:language-uk,1
org.querqy:querqy-core,1
org.tanaguru:tanaguru-rgaa3-2016,1
dpf.ap:telegram-decoder-api,1
cs.gmu.edu.eclab:mason,1
org.mobicents.external.freetts:en_us,3
com.ctrip.soa.caravan:caravan-configuration,1
com.liveramp:cascading_ext,1
org.spiderflow:spider-flow-mongodb,1
com.vinsguru:common-dto,1
org.pdfsam:pdfsam-fx,1
com.networknt:audit,1
org.apache.tomcat.wso2:jdbc-pool,1
org.dashbuilder:dashbuilder-server-all,1
org.forgerock.ce.openam:openam-oauth2-restlet-extension,1
com.webank.wedatasphere.dss:dss-framework-orchestrator-publish,1
org.apache.johnzon:johnzon-jaxrs,1
org.dcm4che:dcm4che-conf-ldap-hl7,1
org.arakhne.afc.bootique:bootique-variables,1
cloud.piranha.arquillian:piranha-arquillian-server,1
org.forgerock.commons:i18n-core,2
org.openecard.ifd.protocols:pace,1
com.linkedin.zoie:zoie-core,1
com.ververica:flink-connector-oracle-cdc,1
com.azure.spring:azure-spring-cloud-appconfiguration-config-web,1
org.springframework.cloud:spring-cloud-dataflow-container-registry,1
org.fourthline.cling:cling-workbench,1
com.alibaba.cdo:timetunnel-clientng,1
org.xbib:cql,1
org.ehrbase.openehr.sdk:test-data,1
org.apache.aries.blueprint:org.apache.aries.blueprint.core,3
org.apache.aries.jmx:org.apache.aries.jmx.api,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hamcrest,1
com.lenis0012.bukkit:loginsecurity,1
org.passay:passay,2
org.openhab.addons.bundles:org.openhab.binding.gpstracker,1
org.openhab.addons.bundles:org.openhab.binding.pioneeravr,1
ddf.admin.modules:admin-modules-application,1
ddf.catalog.confluence:catalog-confluence-source,1
ddf.catalog.core:catalog-core-validator,1
org.codice.ddf.spatial:spatial-geocoding-extract,1
org.metawidget.modules.static.spring:metawidget-static-spring,1
org.prevayler:prevayler-factory,1
org.apache.flink:flink-connector-redis_2.10,2
com.spotify.ffwd:ffwd-http-client,1
com.oath.cyclops:cyclops,1
org.projectreactor:reactor-spring,1
org.codehaus.groovy:groovy-bsf,1
org.talend.esb.examples:camel-jmx-features,1
com.qcadoo.mes:mes-plugins-warehouse-minimal-state,1
com.codenvy.onpremises.wsmaster:codenvy-hosted-api-invite-shared,1
net.sf.saxon:saxon-dom,4
vg.civcraft.mc.civmodcore:CivModCore,1
org.apache.oozie:oozie-client,4
com.github.stefanbirkner:fishbowl,1
com.sk89q:worldguard,2
org.forgerock.opendj:opendj-server-legacy,1
dummy:dummy,2
org.jboss.integration:jboss-profileservice-spi,1
org.rhq:rhq-filetemplate-bundle-common,1
com.abubusoft:kripton-dataformat-yaml,1
com.asakusafw:simple-graph,1
io.atlasmap:atlas-java-model,1
io.syndesis.server:server-dao,1
me.snowdrop:istio-client,1
com.huaweicloud:spring-cloud-starter-huawei-jasypt,1
net.citizensnpcs:citizens-main,1
net.essentialsx:EssentialsX,2
fish.payara.server.internal.payara-modules:healthcheck-stuck,1
org.jasig.cas:cas-server-support-ldap,1
org.mayocat.platform:mayocat-platform-url,1
org.apache.servicecomb.archetypes:business-service-spring-boot2-starter-archetype,1
cn.stylefeng.roses:file-spring-boot-starter,1
com.deepoove:poi-tl-plugin-highlight,1
com.thinkbiganalytics.kylo.integrations:kylo-nifi-hadoop-properties-v1.2,1
com.github.vladimir-bukhtoyarov:bucket4j-hazelcast-4,1
org.apache.knox:gateway-service-definitions,1
com.mycollab:mycollab-scheduler-community,1
net.chaincomp:imdb-sdk,1
org.springframework.cloud.fn:http-request-function,1
io.ktor:ktor-server-core,1
au.edu.federation.caliko.demo:caliko-demo,1
org.teavm:teavm-jps-plugin,1
org.apache.drill:drill-yarn,1
org.apache.phoenix:phoenix-hbase-compat-2.4.0,1
com.calendarfx:view,2
org.apache.dubbo:dubbo-metadata-report-nacos,1
org.xeustechnologies:test-jcl,1
com.alibaba:dns-cache-manipulator,1
com.didichuxing.datachannel:agent-manager-task,1
org.geoserver:gs-main,1
org.flowable:flowable-identitylink-service-api,1
org.flowable:flowable5-spring-compatibility,1
com.google.cloud:calcite-core,1
com.epam.jdi:jdi-http,1
com.epam.jdi:jdi-uitest-gui,1
software.amazon.randomcutforest:randomcutforest-serialization,1
org.gwtopenmaps.openlayers:gwt-openlayers-client,1
com.github.lybgeek:springboot-exception-framework,1
fish.payara.server.internal.admin:backup,1
org.apache.dubbo:dubbo-compatible,1
org.flowable:flowable-bpmn-model,1
org.apache.xmlgraphics:batik-css,8
org.xwiki.platform:xwiki-platform-filter-instance-api,1
org.xwiki.platform:xwiki-platform-skin-api,1
org.hswebframework:hsweb-easy-orm-rdb,2
org.joyqueue:joyqueue-client-kafka,1
io.minio:minio,14
org.apache.camel.quarkus:camel-quarkus-fhir-deployment,1
org.apache.camel.quarkus:camel-quarkus-iec60870,1
org.apache.camel.quarkus:camel-quarkus-jackson-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-webhook,1
org.apache.camel.quarkus:camel-quarkus-wordpress,1
org.netbeans.api:org-netbeans-spi-editor-hints,2
org.mock-server:mockserver-client-java,7
de.svenkubiak:jBCrypt,5
org.eclipse.milo:bsd-core,1
org.openimaj:machine-learning,1
org.apache.archiva:repository-statistics,1
org.apache.maven:maven-resolver-provider,14
com.solidfire:solidfire-sdk-java,1
org.apache.cloudstack:cloud-plugin-planner-user-dispersing,1
org.testcontainers:influxdb,2
org.apache.ambari:ambari-metrics-common,2
org.webjars:bootstrap-material-design,1
io.airlift:jmx,3
org.nuxeo.ecm.platform:nuxeo-platform-audit-mongodb,1
com.mockrunner:mockrunner-jdbc,4
org.apache.cayenne:cayenne-dbcp2,1
org.eclipse.ditto:ditto-internal-utils-cache,1
org.kie.kogito:kogito-timer,1
org.apache.nifi.minifi:minifi-framework-nar,1
io.cattle:cattle-framework-jmx,1
com.tngtech.archunit:archunit-junit5,6
org.glassfish.tests.hk2.cdi.ear:ejb2,2
systems.manifold:manifold-ext-test,1
io.quarkus:quarkus-consul-config-deployment,1
org.wildfly.security:wildfly-elytron-security-manager-action,1
com.github.weisj:darklaf-core,2
org.wso2.carbon.automationutils:org.wso2.carbon.integration.common.extensions,5
org.jenkins.plugins.statistics.gatherer:statistics-gatherer,1
org.javasimon:javasimon-jdbc41,2
org.apache.neethi.wso2:neethi,2
com.vaadin:vaadin-compatibility-client,2
de.grundid.opendatalab:geojson-jackson,3
com.sun.faces.test.javaee6web:flowDefiningDocumentIdJar2,1
org.camunda.bpm.quarkus:camunda-bpm-quarkus-engine,2
global.namespace.truelicense:truelicense-v2-json,1
org.apache.zeppelin:zeppelin-zengine,1
org.jzy3d:jzy3d-jdt-core,1
de.tudarmstadt.ukp.clarin.webanno:webanno-io-xmi,1
com.squareup.burst:burst-junit4,1
org.carrot2:morfologik-fsa,2
org.jboss.narayana.jts:idlj-idl,1
me.filoghost.holographicdisplays:holographicdisplays-nms-v1_8_r3,1
com.google.http-client:google-http-client-jackson,3
org.deeplearning4j:rl4j-gym,1
cs.gmu.edu.eclab.contrib:socialnets,1
org.waveprotocol:concurrencycontrol-src,1
org.opencastproject:opencast-silencedetection-api,1
org.superbiz:moviefun-business-model,1
org.gluu:scim-model,1
io.codis.jodis:jodis,1
org.apache.hive:hive-serde,13
org.restlet.dev:org.restlet.ext.xml,1
com.camunda.consulting:commons,1
io.github.xxyopen:xxy-model,1
com.microsoft.azure:azure-client-authentication,2
com.microsoft.azure:qpid-proton-j-extensions,2
org.apache.karaf.deployer:org.apache.karaf.deployer.kar,1
org.ops4j.pax.url:pax-url-war,1
org.springframework.osgi:spring-osgi-web,1
com.github.jiconfont:jiconfont-font_awesome,1
com.youlai:ums-api,1
org.statefulj:statefulj-common,1
org.openhab.addons.bundles:org.openhab.binding.knx,1
ddf.security.policy:security-policy-api,1
com.hurence.logisland:logisland-service-mongodb-client,1
ro.pippo:pippo-controller,1
org.junit.platform:junit-platform-testkit,2
org.wso2.carbon:org.wso2.carbon.authenticator.proxy,1
org.codehaus.groovy:groovy-groovydoc,2
org.gephi:appearance-plugin,1
org.gephi:timeline-api,1
top.tangyh.lamp:lamp-tenant-controller,1
org.forgerock.openam:openam-cli-definitions,1
com.alipay.sofa:jraft-core,1
com.baidu.hugegraph:hugegraph-common,1
com.abubusoft:kripton-android-core,1
org.apache.syncope.common.am:syncope-common-am-lib,1
org.apache.syncope.core.am:syncope-core-am-logic,1
org.eclipse.hono:hono-client-application-amqp,1
org.mage:mage-common,1
fish.payara.server.internal.packager:opentracing-repackaged,1
io.dapr:dapr-sdk-actors,1
org.apache.qpid:qpid-qmf2-rest,1
org.aoju:bus-health,1
org.aoju:bus-pager,1
org.broadinstitute.gatk:gatk-tools-protected,1
org.mayocat.shop:mayocat-shop-payment-vendor-paypal-adaptivepayments,1
org.apache.knox:gateway-service-jkg,1
ascsapjco3wrp:ascsapjco3wrp,2
org.pentaho:commons-xul-swt,1
com.microsoft.azuretools:spark-tools,1
com.jobxhub:jobx-registry,1
cn.iocoder.mall:mall-spring-boot-starter-system-error-code,1
io.milton:milton-server-ce,1
de.learnlib:learnlib-api,1
org.flowable:flowable-job-service,1
com.segumentfault:user-api,1
org.mule.tests:mule-tests-runner,1
com.github.danielflower.mavenplugins.testprojects.dependencymanagement-using-parent-module-version-property:more-utils,1
org.hibernate.orm:hibernate-core,1
org.apache.plc4x:plc4j-utils-test-utils,1
org.cyclopsgroup:jcli,1
org.apache.pulsar:pulsar-io-flume,1
org.springframework.cloud.fn:payload-converter-function,1
org.apache.flex.blazeds:flex-messaging-remoting,1
org.xwiki.platform:xwiki-platform-chart-macro,1
org.xwiki.platform:xwiki-platform-realtime-wysiwyg-webjar,1
org.xwiki.platform:xwiki-platform-user-script,1
org.apache.logging.log4j:log4j-api,158
org.powermock:powermock-module-testng,14
pt.ist:tidy,1
com.vaadin:vaadin-radio-button-flow,1
org.springframework:spring-jms,27
io.grpc:grpc-netty,29
org.apache.camel.quarkus:camel-quarkus-arangodb,1
org.apache.camel.quarkus:camel-quarkus-integration-test-messaging-sjms,1
org.apache.camel.quarkus:camel-quarkus-jing-deployment,1
org.apache.camel.quarkus:camel-quarkus-lumberjack-deployment,1
org.apache.camel.quarkus:camel-quarkus-wordpress-deployment,1
com.jakewharton.fliptables:fliptables,2
org.mrgeo:mrgeo-cmd-developers,1
org.apache.archiva.redback:redback-authentication-api,1
org.apache.cloudstack:cloud-mom-kafka,1
org.apache.directory.server:apacheds-protocol-shared,5
io.trino:trino-tpcds,1
com.aayushatharva.brotli4j:native-linux-x86_64,1
org.webjars.bower:adminlte,1
org.wso2.carbon.analytics-common:org.wso2.carbon.databridge.commons.binary,3
de.tudarmstadt.ukp.inception.app:inception-workload-dynamic,1
org.jboss.spec.javax.servlet:jboss-servlet-api_4.0_spec,2
com.xkcoding:justauth-spring-boot-starter,2
com.ibm.jbatch:com.ibm.jbatch.container,2
org.eclipse.jetty.toolchain:jetty-jakarta-servlet-api,1
com.github.dapeng-soa:dapeng-json,1
io.grpc:grpc-api,9
commons-el:commons-el,5
org.apache.storm:storm-core,8
org.eclipse.platform:org.eclipse.compare.core,1
org.carlspring.strongbox:strongbox-data-service,1
systems.manifold:manifold-yaml,1
io.quarkus:quarkus-neo4j,1
io.quarkus:quarkus-reactive-mysql-client-deployment,1
io.quarkus:quarkus-reactive-pg-client-deployment,1
org.bouncycastle:bc-fips,5
org.jenkins-ci.plugins:sonar,2
org.apache.ranger:ranger-plugins-cred,1
com.atlassian.plugins:atlassian-plugins-osgi-testrunner,2
groovy:groovy-all,1
org.apache.edgent.java7:edgent-runtime-jmxcontrol,1
com.goldmansachs.obevo:obevo-dists,1
org.apache.zeppelin:spark3-shims,1
org.jogamp.jogl:jogl-all-natives-windows-i586,2
org.sonarsource.sonarlint.core:sonarlint-slf4j-sonar-log,1
org.hprose:hprose-java,4
org.eclipse.jetty.orbit:javax.servlet,3
org.swinglabs.swingx:swingx-common,1
org.moduliths:moduliths-api,1
org.dromara:hmily-repository-database-sqlserver,1
org.eclipse.jetty:jetty-servlet-tester,1
org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen.processor,4
org.mobicents.javax.sip:mobicents-jain-sip-ext,1
de.adorsys.psd2:consent-core-api,1
com.networknt:openapi-meta,1
org.dashbuilder:dashbuilder-common-client,1
eu.verdelhan:ta4j,1
com.webank.wedatasphere.schedulis:azkaban-common,2
com.jslsolucoes:vraptor4-misc,1
org.gluu:oxtrust-service,1
org.apache.maven:maven-reporting-api,1
org.modeshape:modeshape-unit-test,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-stow,1
org.springframework.boot:spring-boot-starter-log4j2,11
au.com.dius.pact.provider:junit5,1
com.github.steveice10:packetlib,2
com.github.faustxvi:junit5-docker,1
org.camunda.bpm.jboss:camunda-jboss-subsystem,1
org.mule.tests:mule-tests-functional,3
cn.iocoder.boot:yudao-spring-boot-starter-biz-weixin,1
com.zheng:zheng-pay-dao,1
org.apache.aries.jndi:org.apache.aries.jndi.url,1
org.ops4j.pax.web:pax-web-api,1
net.jadler:jadler-all,2
org.openhab.addons.bundles:org.openhab.binding.tacmi,1
software.amazon.awssdk:json-utils,1
ddf.catalog.core:catalog-core-eventcommands,1
ddf.catalog.core:catalog-core-injectattribute,1
ddf.security.command:security-command-listener,1
org.metawidget.modules.spring:metawidget-springannotation,1
org.oxerr:okcoin-client-websocket,1
org.eclipse.hawkbit:hawkbit-ddi-api,1
net.sf.jgrapht:jgrapht,5
org.apache.camel:camel-http,4
org.talend.esb.auxiliary.storage:auxiliary-storage-persistence-jcr,1
ca.uhn.hapi.fhir:hapi-fhir-validation,2
com.addthis.hydra:hydra-data,1
net.handle:handle,1
io.opencensus:opencensus-exporter-trace-zipkin,1
org.geysermc:connector,1
org.springframework.session:spring-session-jdbc,1
com.hazelcast.samples.spring.data.migration:before-jpa-service,1
io.opentracing.brave:brave-opentracing,3
org.hawkular.commons:hawkular-rest-status,1
com.consol.citrus:citrus-mail,2
com.bgsoftware:WildStackerAPI,1
org.springframework.boot:spring-boot-starter-json,6
org.forgerock.openam:openam-radius-common,1
com.asakusafw:asakusa-test-driver,1
kxml2:kxml2,1
com.alipay:trade-sdk,1
org.wicketstuff:wicketstuff-jwicket-tooltip-walterzorn,1
org.orienteer:orienteer-mail,1
com.google.api-client:google-api-client-android,1
org.pentaho.reporting.library:libserializer,1
org.mayocat.platform:mayocat-platform-search-api,1
org.neo4j:neo4j-exceptions,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-validate-cleanse-app,1
com.thinkbiganalytics.kylo:kylo-feed-manager-rest-model,1
org.apache.twill:twill-discovery-api,1
com.squareup.wire:wire-compiler,1
io.apicurio:apicurio-registry-tenant-manager-datamodel,1
org.incode.module.integtestsupport:incode-module-integtestsupport-dom,1
io.seata:seata-rm,1
org.pentaho.di.plugins:kettle-drools5-core,1
com.microsoft.azuretools:hdinsight-node-common,1
org.springframework.cloud.fn:s3-supplier,1
com.slack.api:bolt-google-cloud-functions,1
org.apache.mahout:mahout-hdfs,1
org.apache.cxf.dosgi:cxf-dosgi-ri-multibundle-distribution,1
org.springframework:org.springframework.orm,1
com.didispace:easy-utils,1
org.apache.drill.contrib:drill-udfs,1
WorldGuard:WorldGuard,1
com.jcraft:jsch.agentproxy.connector-factory,1
com.ibm.fhir:fhir-operation-reindex,1
com.electronwill.night-config:hocon,1
org.flowable:flowable-cmmn-rest,1
com.github.qiujiayu:autoload-cache-manager-lettuce,1
com.woorea:glance-client,1
de.schlichtherle.truezip:truezip-kernel,1
uk.gov.nationalarchives:droid-export,1
org.jasypt:jasypt-springsecurity3,1
org.apache.plc4x:plc4j-transport-raw-socket,1
org.apache.plc4x:plc4x-protocols-bacnetip,1
com.qcadoo.mes:mes-plugins-states,1
aws.smithy.kotlin:serde-xml,1
org.dayatang.dddlib:dddlib-db,1
org.apache.httpcomponents.client5:httpclient5-win,1
com.github.axet:kaptcha,3
com.vaadin:vaadin-ordered-layout-flow,1
io.pebbletemplates:pebble,7
org.apache.camel.quarkus:camel-quarkus-integration-tests-support-custom-main-listener,1
org.eclipse.milo:dictionary-manager,2
org.apache.lucene:lucene-analyzers-common,60
org.glassfish.jersey.ext.rx:jersey-rx-client-rxjava,1
log4j:apache-log4j-extras,10
org.objenesis:objenesis-tck,2
io.activej:activej-specializer,1
org.jooq:jooq-codegen,6
com.amazonaws:aws-java-sdk-cloudfront,1
org.apache.lucene:lucene-codecs,9
org.jboss.ejb3:jboss-ejb3-security,1
org.nuxeo.ecm.core:nuxeo-core-storage-mongodb,1
org.infinitest:continuous-testing-toolkit,1
com.googlecode.wicket-jquery-ui:wicket-jquery-ui-theme-uilightness,2
org.jboss.classfilewriter:jboss-classfilewriter,6
org.apache.sling:org.apache.sling.commons.threads,1
org.graylog2:gelfclient,3
com.machinepublishers:jbrowserdriver,2
org.jfree:jfreesvg,2
org.glassfish.external:ant,2
org.glassfish.pfl:pfl-tf,3
com.sk89q.worldedit:worldedit-bukkit,4
org.jcuda:jcudnn-natives,1
com.ibeetl:beetl,9
org.eclipse.platform:org.eclipse.equinox.app,2
org.apache.crunch:crunch-hbase,1
org.apache.jackrabbit:oak-blob-plugins,1
org.graalvm.truffle:truffle-tck,4
systems.manifold:manifold-js,1
io.quarkus:quarkus-rest-data-panache,1
io.quarkus:quarkus-resteasy-mutiny,1
io.strimzi:kafka-oauth-client,3
org.acme:quarkus-app-common,1
org.apache.maven.shared:maven-invoker,8
javax.xml.xquery:xqj-api,1
org.apache.openjpa:openjpa-jdbc,3
org.apache.dubbo:dubbo-spring-boot-starter,8
org.kohsuke.stapler:stapler-jelly,1
org.apache.log4j.wso2:log4j,1
org.wso2.carbon.analytics-common:org.wso2.carbon.analytics.permissions,1
org.wso2.esb.integration:integration-base,1
jakarta.platform:jakarta.jakartaee-api,3
org.revapi:revapi-maven-plugin,1
com.github.freva:ascii-table,1
org.jboss.resteasy:resteasy-netty,2
org.apache.edgent.android:edgent-connectors-http,1
org.apache.edgent.java7:edgent-connectors-websocket-misc,1
org.apache.edgent.java7:edgent-providers-direct,1
org.apache.edgent:edgent-utils-metrics,1
org.primefaces:primefaces-selenium-core,1
com.goldmansachs.obevo:obevo-hibernate5-util,1
com.oracle.oci.sdk:oci-java-sdk-keymanagement,1
org.jogamp.gluegen:gluegen-rt-natives-windows-amd64,2
org.tanaguru:tanaguru-accessiweb2.1,1
com.netflix.ribbon:ribbon-loadbalancer,6
org.wildfly.swarm:arquillian-daemon-modules,1
org.wildfly.swarm:transactions-runtime,1
org.springframework.batch:spring-batch-test,4
io.mycat:hbt,1
org.exbin.deltahex:deltahex-core,1
com.graphaware.integration.neo4j:neo4j-tests-integration,1
org.openmpi:mpi,1
org.wso2.iot:org.wso2.iot.core.admin.styles,1
com.alibaba.csp:sentinel-datasource-apollo,2
org.forgerock.openam:openam-dtd-schema,2
org.xmlmatchers:xml-matchers,3
com.cxytiandi:kitty-distributed-sentinel,1
org.apache.tomee:mp-jwt,1
apache:ApacheCommons,1
com.microsoft.bot:bot-integration-spring,1
org.tribuo:tribuo-math,1
org.sonatype.nexus.plugins:nexus-example-content,1
org.jenkins-ci.plugins.workflow:workflow-api,1
net.ltgt.gwt.maven.its:e2e-model,1
org.restlet.dev:org.restlet.ext.json,1
org.apache.jena:jena-shaded-guava,1
com.azure.resourcemanager:azure-resourcemanager-network,1
sun.jndi:ldapbp,1
io.spring.initializr:initializr-generator,1
com.lishid:orebfuscator-v1_10_R1,1
com.jhlabs:filters,4
com.elepy:elepy-javalin,1
org.apache.karaf.audit:org.apache.karaf.audit.core,1
io.fabric8:openshift-server-mock,4
one.microstream:microstream-persistence,1
ddf.persistence.core:persistence-core-api,1
pl.altkom.asc.lab.micronaut.poc:documents-service-api,1
io.joyrpc:joyrpc-serialization-fst,1
org.apache.cxf:cxf-testutils,2
org.bytedeco:libfreenect,1
org.bytedeco:openblas-platform,2
io.smallrye.reactive:smallrye-reactive-messaging-mqtt-server,1
com.hazelcast.samples.spring.data.migration:after-kv-service,1
com.hazelcast:hazelcast-hibernate53,2
org.eclipse.californium:cf-nat,1
com.goldmansachs.reladomo:reladomo-graphql,1
org.forgerock.openam:openam-oauth2-saml2,1
uk.ac.imperial:pipe-analysis,1
jboss.jboss-embeddable-ejb3:jboss-ejb3-all,1
com.sun.tools.btrace:btrace-boot,2
com.huaweicloud:spring-cloud-huawei-config,1
com.googlecode.efficient-java-matrix-library:ejml,1
com.facebook.airlift:jmx-http,1
fish.payara.server.internal.concurrent:concurrent-impl-l10n,1
fish.payara.server.internal.payara-modules:notification-cdi-eventbus-core,1
org.aoju:bus-storage,1
org.broadinstitute.gatk:gatk-queue-extensions-distribution,1
org.neo4j:neo4j-push-to-cloud,1
org.apache.servicecomb:foundation-spi,1
org.apache.servicecomb:swagger-invocation-jaxrs,1
com.thinkbiganalytics.kylo.integrations:kylo-provenance-api,1
com.thinkbiganalytics.kylo:kylo-security-auth-spark,1
com.thinkbiganalytics.kylo:kylo-spark-shell-controller,1
com.thinkbiganalytics.kylo:kylo-swagger-ui,1
de.codecentric:spring-boot-admin-server-ui-turbine,1
io.seata:seata-config-core,1
io.github.hakky54:sslcontext-kickstart-for-jetty,1
org.exist-db:exist-sql,1
eu.europa.ec.joinup.sd-dss:dss-utils-google-guava,1
org.apache.knox:gateway-discovery-ambari,1
com.zmops:server-bootstrap,1
org.actframework:act-storage,1
Showcase:Showcase,1
slash.navigation:hgt,1
io.github.origin-energy:java-snapshot-testing-junit5,1
net.sourceforge.jwebunit:jwebunit-core,1
net.sourceforge.jwebunit:jwebunit-htmlunit-plugin,2
org.webjars:i18next,1
de.codecentric:batch-web-spring-boot-starter,1
io.dekorate:tekton-annotations,1
cn.lite.flow:lite-flow-executor-service,1
com.jcraft:jsch.agentproxy.usocket-nc,1
com.hazelcast.samples.spring.data.migration:after-jpa-repository,1
eu.hansolo:Medusa,1
org.apache.directory.server:apacheds-jdbm-store,1
org.apache.knox:gateway-service-vault,1
com.arakelian:java-jq,1
org.xwiki.platform:xwiki-platform-rendering-macro-context,1
org.xwiki.platform:xwiki-platform-wiki-workspaces-migrator,1
com.teradata.tpcds:tpcds,3
com.eclipsesource.jaxrs:provider-swagger,1
javax.el:javax.el-api,43
org.apache.usergrid.chop:chop-client,1
org.apache.camel.quarkus:camel-quarkus-elasticsearch-rest,1
org.apache.camel.quarkus:camel-quarkus-jbpm,1
org.apache.camel.quarkus:camel-quarkus-stringtemplate-deployment,1
org.apache.camel.quarkus:camel-quarkus-thrift-deployment,1
org.apache.hadoop:hadoop-yarn-server-applicationhistoryservice,5
org.apache.servicecomb.toolkit:codegen,1
org.openimaj:core-hadoop,1
xuggle:xuggle-xuggler-lgpl,1
io.opentracing:opentracing-api,22
org.apache.archiva.redback:redback-keys-cached,1
org.apache.maven.wagon:wagon-http-lightweight,5
org.kubek2k:springockito,4
commons-daemon:commons-daemon,11
org.apache.cloudstack:cloud-plugin-host-allocator-random,1
com.tngtech.jgiven:jgiven-junit,2
org.apache.chemistry.opencmis:chemistry-opencmis-server-support,2
org.nuxeo.ecm.core:nuxeo-core-io,1
org.nuxeo.ecm.platform:nuxeo-platform-imaging-api,1
org.nuxeo.ecm.platform:nuxeo-platform-relations-io,1
org.nuxeo.runtime:nuxeo-runtime-mongodb,1
com.jgoodies:jgoodies-looks,4
cn.jbone:jbone-system-common,1
org.kie.kogito:kogito-addons-quarkus-rest-exception-handler,1
org.kie.kogito:kogito-addons-springboot-messaging,1
javax.servlet.jsp.jstl:javax.servlet.jsp.jstl-api,6
de.tudarmstadt.ukp.inception.app:inception-plugin-manager,1
org.apache.felix:org.apache.felix.main,12
org.glassfish.main.security:appclient.security,2
org.jcuda:jcuda,2
com.spotify:zoltar-tensorflow,1
io.quarkus:quarkus-amazon-dynamodb-deployment,1
org.eclipse.microprofile.rest.client:microprofile-rest-client-api,4
org.jacoco:org.jacoco.report,4
org.apache.ws.security:wss4j,6
org.opensaml:opensaml-soap-api,2
org.wso2.carbon.identity.oauth.uma:org.wso2.carbon.identity.api.server.oauth.uma.resource,1
pl.baczkowicz.mqttspy:mqtt-spy-common,1
com.gluonhq.attach:device,1
org.wso2.carbon.mediation:org.wso2.carbon.mediation.artifactuploader.stub,2
org.camunda.bpm.model:camunda-dmn-model,1
com.goldmansachs.obevo:obevo-db-scenario-tests,1
org.radargun:plugin-infinispan92,1
com.hazelcast.jet:hazelcast-jet,2
ditaa:ditaa-mini,1
org.malagu.multitenant:multitenant,1
ua.net.nlp:morfologik-ukrainian-lt,1
org.dromara:hmily-annotation,1
org.dromara:hmily-tac-core,1
org.corfudb:test,1
org.wildfly.swarm:jmx,1
org.apache.wicket:wicket-objectsizeof-agent,1
org.eclipse.xtext:org.eclipse.xtext.dependencies,1
com.github.java-json-tools:btf,1
io.yawp:yawp,1
org.androidtransfuse:transfuse-plugin,1
org.apache.giraph:giraph-block-app,1
com.walmartlabs.concord:concord-imports,1
com.jslsolucoes:nginx-admin-parser,1
org.modeshape:modeshape-jcr,2
org.tribuo:tribuo-regression-tree,1
org.mengyun:tcc-transaction-spring,1
org.sonatype.nexus.plugins:nexus-restore-maven,1
cloud.piranha.http:piranha-http-tests,1
com.azure.resourcemanager:azure-resourcemanager-cdn,1
com.microsoft.azure:azure-eventhubs,3
org.apache.servicemix.bundles:org.apache.servicemix.bundles.jaxb-xjc,1
org.springframework.osgi:spring-osgi-core,2
io.lumify:lumify-gpw-video-frame-extract,1
io.lumify:lumify-web-change-email,1
cz.softeu:softeu-rewriter,1
io.ddf:ddf_spark_2.10,1
de.dfki.mary:marytts-runtime,2
org.openhab.addons.bundles:org.openhab.binding.fsinternetradio,1
