dependency,count
org.springframework.cloud:spring-cloud-starter-zookeeper-discovery,1
org.surfnet.coin:coin-api-client,1
com.github.pyvesb:petmaster,1
io.nutz.cloud.demo:nutzcloud-demo-common,1
org.springframework.statemachine:spring-statemachine-autoconfigure,1
org.springframework.boot:spring-boot-loader,5
org.eclipse:core.net,1
org.springframework.boot:spring-boot-starter-aop,23
org.xwiki.platform:xwiki-platform-release-test-pageobjects,1
org.glassfish.jersey.security:oauth1-server,2
org.apache.camel.quarkus:camel-quarkus-etcd-deployment,1
org.apache.camel.quarkus:camel-quarkus-graphql,1
org.apache.camel.quarkus:camel-quarkus-groovy-dsl-deployment,1
org.apache.camel.quarkus:camel-quarkus-integration-tests-support-aws2,1
org.apache.camel.quarkus:camel-quarkus-milo,1
org.netbeans.api:org-netbeans-modules-parsing-api,2
org.openimaj.hadoop.tools:core-hadoop-tool,1
org.apache.lucene:lucene-highlighter,23
org.mrgeo:mrgeo-services-raster,1
org.apache.httpcomponents:httpcore-osgi,11
dom4j:dom4j,30
io.projectreactor.netty:reactor-netty,8
org.apache.cloudstack:cloud-plugin-hypervisor-ovm,1
com.github.fzakaria:ascii85,1
org.apache.directory.server:apacheds-core-shared,1
org.nuxeo.ecm.liveconnect:nuxeo-liveconnect-google-drive-web-ui,1
org.nuxeo.ecm.platform:nuxeo-platform-forms-layout-io-plugins,1
org.nuxeo.ecm.platform:nuxeo-search-core,1
commons-pool.wso2:commons-pool,3
org.kie.kogito:kogito-predictions-spring-boot-starter,1
org.piwik.java.tracking:matomo-java-tracker,1
org.wicketstuff:wicket-datetime,2
com.google.android.tools:dx,1
io.cattle:cattle-vm,1
org.apache.jackrabbit:jackrabbit-spi-commons,3
com.tencent.angel:angel-ps-mllib,1
org.glassfish.main.ha:ha-shoal-cache-bootstrap,2
org.glassfish.tests.embedded:utils,2
org.jcuda:jcusparse,1
org.apache.commons:commons-digester3,10
software.amazon.awssdk:kinesis,4
com.github.nmorel.gwtjackson:gwt-jackson,3
org.hotswapagent:hotswap-agent-glassfish-plugin,1
org.geotools:gt-process,1
com.googlecode:kryo,2
org.jsonschema2pojo:jsonschema2pojo-ant,1
org.apache.edgent.android:edgent-connectors-websocket-base,1
com.goldmansachs.obevo:obevo-db-mysql,1
org.libreplan:ganttzk,1
org.apache.beam:beam-runners-direct-java,4
com.oracle.oci.sdk:oci-java-sdk-appmgmtcontrol,1
com.oracle.oci.sdk:oci-java-sdk-servicecatalog,1
org.jogamp.gluegen:gluegen-rt-natives-linux-i586,2
org.jboss.narayana.rts:restat-util,1
com.facebook.nifty:nifty-core,2
org.dromara:hmily-tcc,1
io.hops:hadoop-client-integration-tests,1
org.inventivetalent:mapmanager,1
org.apache.arrow:arrow-dataset,1
org.bytedeco:ale-platform,1
org.jboss.resteasy:resteasy-crypto,1
org.apache.geronimo.specs:geronimo-j2ee_1.4_spec,1
com.ctrip.soa.caravan:caravan-protobuf,1
software.amazon.glue:schema-registry-serde,1
org.sejda:sejda-conversion,2
com.walmartlabs.concord.server:concord-queue-client,1
com.networknt:swagger-meta,1
org.wso2.tomcat:tomcat-servlet-api,1
com.tojc.ormlite.android:ormlite-content-provider-library,2
com.salesforce.servicelibs:grpc-testing-contrib,1
org.apache.tomee:openejb-junit,1
org.apache.tomee:openejb-multicast,1
org.eclipse.jetty:jetty-jsp-2.1,1
org.webjars:underscorejs,1
com.jslsolucoes:properties,1
com.webank.wedatasphere.dss:dss-appjoint-auth,2
org.openecard:bctls-jdk15on,1
org.jenkins-ci.plugins:build-name-setter,1
org.codehaus.groovy:groovy-nio,3
archetype.it:impl-bundle,1
org.osgi.enroute.examples.microservice:dao-impl-jpa,1
org.mapstruct:mapstruct-jdk8,5
com.azure:azure-communication-networktraversal,1
com.azure:azure-messaging-servicebus,1
org.webjars:jshint,1
org.netpreserve.openwayback:openwayback-cdx-server,1
org.webjars.npm:react,2
org.scala-lang:jline,4
net.sf.biweekly:biweekly,1
org.openhab.addons.bundles:org.openhab.binding.fronius,1
org.openhab.addons.bundles:org.openhab.binding.nzwateralerts,1
org.openhab.osgiify:org.json.json,1
ca.juliusdavies:not-yet-commons-ssl,1
ddf.catalog.core:catalog-core-contentresourcereader,1
org.apache.hudi:hudi-client-common,1
com.dianping:blackhole-consumer,1
org.vaadin.alump.distributionbar:dbar-addon,1
org.wso2.carbon:org.wso2.carbon.mediation.initializer,1
eu.amidst:tutorials,1
org.apache.shenyu:shenyu-metrics-spi,1
com.joshlong.restfuliterations:services,1
org.hoteia.qalingo:qalingo-api-core-cache,1
org.bytedeco:videoinput,1
com.qcadoo:qcadoo-security,1
org.eclipse.rdf4j:rdf4j-http-client,1
org.eclipse.rdf4j:rdf4j-tools-federation,1
com.elmakers.mine.bukkit.compatibility:CompatibilityLib-base,1
me.ryanhamshire:GriefPrevention,1
org.gephi:desktop-filters,1
top.tangyh.lamp:lamp-authority-controller,1
org.libvirt:libvirt,2
org.keycloak:keycloak-kerberos-federation,1
com.asakusafw:jsr199-testing,1
org.hswebframework:hsweb-easy-orm-elasticsearch,1
org.jetlinks:jetlinks-supports,2
com.kakawait:picocli-spring-boot-autoconfigure,1
org.activiti:activiti-spring-connector,1
it.geosolutions.imageio-ext:imageio-ext-gdalenvihdr,1
com.android:apksigner,1
com.clickhouse:clickhouse-jdbc,1
org.springframework.boot:spring-boot-starter-artemis,1
com.hazelcast:hazelcast-wm,1
io.ebean:ebean-externalmapping-api,1
org.eclipse.hono:hono-adapter-base,1
com.facebook.presto:presto-benchto-benchmarks,1
org.mage:mage-tournament-boosterdraft,1
fish.payara.server.internal.admin:appserver-domain,1
fish.payara.server.internal.cluster:cluster-common,1
fish.payara.server.internal.payara-appserver-modules:healthcheck-metrics,1
org.apache.camel:camel-test-spring-junit5,1
org.assertj:assertj-guava,5
org.neo4j:wal-test-utils,1
org.apache.servicecomb.demo:edge-service,1
org.mobicents.external.tritonus:tritonus_gsm,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-file-metadata-api,1
io.apicurio:apicurio-common-rest-client-common,1
com.alibaba.edas:edas-sdk,1
io.seata:seata-compressor-zstd,1
io.seata:seata-metrics-exporter-prometheus,1
com.carrotsearch:java-sizeof,2
org.apache.iotdb:client-cpp-tools-thrift,1
org.springframework.cloud.fn:file-common,1
org.springframework.cloud.fn:websocket-supplier,1
sia:tacocloud-api,1
com.github.scribejava:scribejava-httpclient-ahc,1
edu.uci.ics.texera:perftest,1
org.apache.storm:storm-webapp,1
edu.illinois.cs.cogcomp:illinois-ner,1
org.keycloak:keycloak-server-spi-private,1
com.springboot.cloud:web,1
org.mule.runtime:mule-runtime-extension-model,1
org.apache.linkis:linkis-engineconn-core,1
uk.gov.nationalarchives:droid-core-interfaces,1
com.ueboot:ueboot-excel,1
org.springframework.statemachine:spring-statemachine-test,1
com.speedment.jpastreamer:analytics-standard,1
io.mycat:replica,1
org.openhab.addons.bundles:org.openhab.binding.velux,1
com.facebook.presto:presto-delta,1
com.ibm.fhir:fhir-operation-validate,1
io.gravitee.am.gateway:gravitee-am-gateway-reactor,1
org.apache.derby:derbynet,7
com.github.jsqlparser:jsqlparser,22
org.xwiki.platform:xwiki-platform-netflux-rest,1
org.xwiki.platform:xwiki-platform-xar-model,1
org.fenixedu:fenixedu-commons,1
com.vmware.vmc:vmc-draas-bindings,1
org.apache.camel.quarkus:camel-quarkus-aws2-ec2-deployment,1
org.apache.camel.quarkus:camel-quarkus-ipfs,1
org.apache.camel.quarkus:camel-quarkus-jcache-deployment,1
org.mrgeo:mrgeo-dataprovider-mbvectortiles,1
org.apache.cloudstack:cloud-framework-cluster,1
org.eclipse.persistence:org.eclipse.persistence.extension,1
com.google.gwt:gwt-user,29
org.apache.lucene:lucene-queries,15
org.jboss.logging:jboss-logging-log4j,1
org.nuxeo.ecm.core:nuxeo-core-event,1
org.nuxeo.ecm.platform:nuxeo-platform-csv-export,1
org.springframework.data:spring-data-commons,17
org.mindrot:jBCrypt,1
org.jenkins-ci.plugins:git,5
org.nanohttpd:nanohttpd,5
de.tudarmstadt.ukp.inception.app:inception-imls-stringmatch,1
org.nfctools:nfctools-core,1
org.graylog:graylog-storage-elasticsearch7,1
com.destroystokyo.paper:paper-api,9
org.glassfish.main.webservices:webservices-connector,2
com.google.code.findbugs:bcel-findbugs,1
com.github.dapeng-soa:dapeng-container-impl,1
org.noear:solon.boot.jetty.add.jsp,1
org.noear:solon.cache.spymemcached,1
org.noear:solon.validation,1
org.apache.myfaces.core:myfaces-impl,7
org.hotswapagent:hotswap-agent-idea-plugin,1
org.codehaus.groovy:groovy-macro,3
io.quarkus:quarkus-funqy-http-deployment,1
io.quarkus:quarkus-mongodb-client-deployment,1
io.quarkus:quarkus-opentelemetry-exporter-otlp-deployment,1
com.kakawait:spring-security-cas-extension,1
javax.measure:jsr-275,3
com.github.fernandospr:javapns-jdk16,1
org.apache.dubbo:dubbo-samples-thrift-api,1
org.apache.jclouds.api:filesystem,2
org.apache.edgent:edgent-connectors-serial,1
org.radargun:plugin-jdg63,1
io.springfox:springfox-spring-web,4
site.ycsb:couchbase2-binding,1
site.ycsb:s3-binding,1
org.languagetool:language-es,1
com.facebook.swift:swift-idl-parser,1
io.javalin:javalin,5
me.filoghost.holographicdisplays:holographicdisplays-nms-v1_18_r1,1
com.jolbox:bonecp-spring,2
com.sun.jersey.jersey-test-framework:jersey-test-framework-grizzly,4
com.networknt:oauth2-refresh-token,1
org.dashbuilder:dashbuilder-dataset-cdi,1
org.forgerock.ce.commons:json-patch,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.aws-java-sdk,1
com.github.tomas-langer.cli:cli-progress,1
org.apache.activemq.protobuf:activemq-protobuf,1
com.torodb.testing:postgres-junit-5,1
maven-test:t10-b,1
cloud.piranha.extension:piranha-extension-exousia,1
cloud.piranha.http:piranha-http-api,1
org.drools:drools-cdi,1
org.apache.servicemix.specs:org.apache.servicemix.specs.stax-api-1.2,2
org.restlet.dev:org.restlet.ext.osgi,1
com.azure:azure-mixedreality-remoterendering,1
com.atlassian.jira:jira-rest-java-client-core,2
com.thinkaurelius.titan:titan-hadoop-1,1
fusiondebug.api:server,1
org.lucee:commons-compress,1
com.creditease.dbus:encoder-base,1
org.apache.felix:org.apache.felix.httplite.complete,1
org.apache.karaf.deployer:org.apache.karaf.deployer.blueprint,1
org.jboss.narayana.osgi:narayana-osgi-jta,1
io.lumify:lumify-gpw-opennlp-dictionary-extractor,1
org.apache.zookeeper:zookeeper-it,1
de.st_ddt.crazy:CrazyCore,1
com.pi4j:pi4j-gpio-extension,1
com.tananaev:adblib,1
org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec,3
ddf.admin:admin-configurator-impl,1
ddf.platform:platform-parser-api,1
org.codice.thirdparty:commons-httpclient,1
io.fabric8:ianaservicehelper,1
com.example:library,1
org.drools:drools-verifier,1
org.osgi:org.osgi.annotation.bundle,1
org.apache.shenyu:shenyu-plugin-motan,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-alibaba-dubbo,1
com.vaadin:vaadin-gradle-plugin,1
org.talend.esb.examples.locator.service:locator-soap-example-service,1
org.talend.esb.examples.locator:locator-demo-common,1
org.talend.esb:security-common,1
com.qcadoo.mes:mes-plugins-deliveries-min-state,1
com.alibaba.nacos:nacos-common,1
io.krakens:java-grok,1
io.github.quickmsg:smqtt-rule-source-rocketmq,1
org.forgerock.openam:openam-idsvcs-schema,1
org.jenkins-ci.plugins:handy-uri-templates-2-api,2
org.rhq:rhq-ant-bundle-common,1
org.unitils:unitils-dbunit,1
io.syndesis.connector:connector-irc,1
com.google.api.grpc:grpc-google-cloud-pubsub-v1,1
org.activiti:activiti-spring-identity,1
org.wicketstuff:wicketstuff-tinymce4,1
org.eclipse.hono:hono-client-application-kafka,1
fish.payara.server.internal.payara-appserver-modules:jaspic-servlet-utils,1
fish.payara.server.internal.persistence:glassfish-oracle-jdbc-driver-packages,1
fish.payara.server.internal.web:web-gui-plugin-common-l10n,1
us.levk:drmaa-gridengine,1
com.datumbox:datumbox-framework-storage-mapdb,1
com.github.virtuald:curvesapi,2
org.pentaho.reporting.library:libpensol,1
org.itsallcode:junit5-system-extensions,1
org.apache.servicecomb.demo:demo-zeroconfig-schemadiscovery-registry-server,1
artnet4j:artnet4j,1
cn.stylefeng.roses:socket-spring-boot-starter,1
com.thinkbiganalytics.kylo.plugins:kylo-schema-discovery-default,1
com.thinkbiganalytics.kylo:kylo-security-auth-kylo-local,1
org.incode.module.jaxrsclient:incode-module-jaxrsclient-dom,1
org.incode.module.slack:incode-module-slack-dom,1
org.isisaddons.metamodel.paraname8:isis-metamodel-paraname8-dom,1
org.objectlayout:ObjectLayout,1
org.meteothink:meteoinfo-projection,1
org.springframework.cloud:spring-cloud-sleuth-brave,1
org.vaadin.addon:easyuploads,1
org.springframework.cloud.fn:sftp-consumer,1
com.github.luocooong.phoenix-queryserver:phoenix-queryserver,1
org.geotools:gt-process-geometry,1
org.openscience.cdk:cdk-qsar,1
de.learnlib:learnlib-equivalence-oracles,1
com.aliyun:aliyun-java-sdk-ecs,1
org.flowable:flowable-form-api,1
org.flowable:flowable-rest,1
org.apache.brooklyn:brooklyn-software-database,1
org.apache.camel:camel-hawtdb,1
org.nutz:nutz-plugins-cache,1
org.apache.plc4x:plc4j-api,1
io.github.frostingwolf:saluki-core,1
ddf.security.filter:security-filter-csrf,1
edu.isi:commands-common,1
com.github.devezhao:dingtalk-sdk,1
javax.ws.rs:jsr311-api,31
net.anotheria:moskito-notification-providers,1
org.eclipse.jetty.websocket:websocket-javax-server,1
org.xwiki.platform:xwiki-platform-captcha-default,1
org.glassfish.web:el-impl,5
org.glassfish.jersey.connectors:jersey-apache-connector,16
org.apache.camel.quarkus:camel-quarkus-ganglia-deployment,1
org.apache.camel.quarkus:camel-quarkus-iec60870-deployment,1
org.apache.camel.quarkus:camel-quarkus-lzf-deployment,1
org.apache.camel.quarkus:camel-quarkus-spark,1
org.apache.camel.quarkus:camel-quarkus-stomp,1
org.junit.jupiter:junit-jupiter-api,164
org.springframework.ldap:spring-ldap-test,1
com.twitter:twitter-text,1
org.mrgeo:mrgeo-cmd-cleancache,1
org.seleniumhq.selenium:selenium-api,15
org.apache.directory.server:apacheds-kerberos-codec,2
com.netopyr.reduxfx:reduxfx-store,1
org.mongodb:mongodb-driver-core,7
commons-betwixt:commons-betwixt,1
imagej:imagej,1
org.nuxeo.ecm.platform:nuxeo-platform-3d-convert,1
org.thymeleaf:thymeleaf-spring3,3
com.graphql-java-kickstart:graphql-java-servlet,1
io.cloudevents:cloudevents-json-jackson,2
org.jenkins-ci.plugins:credentials-binding,2
de.tudarmstadt.ukp.inception.app:inception-plugin-api,1
org.apache.james:apache-mime4j-core,5
org.glassfish.fighterfish:osgi-jdbc,2
org.glassfish.main.admingui:console-corba-plugin,2
org.apache.jackrabbit:oak-auth-ldap,1
com.caucho:quercus,4
com.netflix.feign:feign-core,4
org.noear:nami.coder.snack3,1
org.noear:solon.view.thymeleaf,1
com.qubole.rubix:rubix-hadoop2,1
systems.manifold:manifold-properties,1
io.jaegertracing:jaeger-zipkin,1
io.quarkus:quarkus-resteasy-reactive-jsonb-deployment,1
org.wildfly.openssl:wildfly-openssl-linux-x86_64,1
org.glassfish.tyrus:tyrus-core,1
org.wso2.carbon.extension.identity.authenticator.outbound.office365:org.wso2.carbon.extension.identity.authenticator.office365.connector,1
org.wso2.carbon.privacy:org.wso2.carbon.privacy.forgetme.conf,2
org.wso2.is:org.wso2.identity.passivests.filter,1
io.opentracing.contrib:opentracing-spring-cloud-aop,1
org.owasp.antisamy:antisamy,4
org.apache.edgent.android:edgent-apps-iot,1
com.twelvemonkeys.swing:swing-application,1
org.restheart:restheart-mongodb,1
io.atomix.copycat:copycat-server,1
fr.zcraft:quartzlib,1
io.spring.javaformat.intellij.idea:maven-server-api,1
com.alibaba.otter:manager.web,1
com.megaease.easeagent:log4j2-impl,1
org.jboss.resteasy:resteasy-netty4,5
io.yawp:yawp-postgresql,1
de.adorsys.psd2:aspsp-profile-remote,1
org.spiderflow:spider-flow-proxypool,1
org.waveprotocol:util-src,1
org.openrdf.sesame:sesame-rio-trig,4
org.opencastproject:opencast-inspection-workflowoperation,1
com.webank.wedatasphere.linkis:linkis-entrance,1
org.apache.cxf:cxf-rt-ws-addr,2
org.apache.sirona:sirona-api,1
org.apache.tomee:arquillian-tomee-webapp-remote,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-export-impax-report,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-hl7,1
com.orientechnologies:orientdb-server,2
it.cnr.isti.hpc:hpc-utils,1
org.sonarsource.analyzer-commons:sonar-performance-measure,1
com.github.mauricio:mysql-async_2.12,1
io.protostuff:protostuff-yaml,2
org.camunda.connect:camunda-connect-core,1
org.kordamp.ikonli:ikonli-fontawesome-pack,4
com.azure:azure-communication-callingserver,1
org.apache.karaf.shell:org.apache.karaf.shell.table,1
com.google.truth.extensions:truth-proto-extension,4
com.google.apis:google-api-services-pubsub,2
org.openhab.addons.bundles:org.openhab.binding.amazondashbutton,1
org.openhab.addons.bundles:org.openhab.binding.tellstick,1
org.glassfish.docs:application-development-guide,1
com.hortonworks.streamline:streamline-logsearch-storm,1
com.hortonworks.streamline:streamline-notifier,1
com.blazebit:blaze-persistence-jpa-criteria-impl,1
com.github.github:github-maven-core,1
org.ops4j.pax.cdi:pax-cdi-api,1
org.talend.esb.examples.locator-rest:locator-rest-demo-client,1
org.bytedeco:flycapture,1
com.qcadoo:qcadoo-plugins-dictionary-management,1
org.apache.ignite:ignite-cassandra-store,1
org.wcong:learn-java-annotation,1
com.elmakers.mine.bukkit.compatibility:CompatibilityLib-legacy,1
environ:environ,1
com.abubusoft:kripton-shared-preferences,1
org.apache.mnemonic:mnemonic-spark-core,1
io.syndesis.connector:connector-soap,1
io.syndesis.connector:connector-support-processor,1
com.googlecode.wicket-jquery-ui:wicket-jquery-ui-theme-base,1
com.facebook.presto:presto-cluster-ttl-providers,1
com.facebook.presto:presto-function-namespace-managers,1
com.facebook.presto:presto-spark-package,1
it.eng.knowage:qbe-core,1
com.amazon.redshift:redshift-jdbc41,2
io.springboot.nacos:nacos-naming,1
org.lightadmin:lightadmin,1
com.grinderwolf:slimeworldmanager-nms-v1_15_R1,1
org.interledger:link-core,1
org.isisaddons.wicket.gmap3:isis-wicket-gmap3-cpt,1
org.http4k:http4k-client-apache-async,1
com.mobidevelop.robovm:robovm-objc,1
org.apache.knox:gateway-provider-security-hadoopauth,1
org.apache.bahir:spark-streaming-mqtt_2.11,1
org.pentaho.di.plugins:pentaho-streaming-jms-plugin,1
org.pentaho:json,1
edu.princeton.cs.algs4:algs4-package,1
com.zmops:runtime-server,1
com.zmops:server-sender,1
org.vaadin:viritin,1
org.springframework.cloud.fn:ftp-supplier,1
com.github.almasb:fxgl-controllerinput,1
com.github.scribejava:scribejava-java8,1
com.diboot:diboot-iam-spring-boot-starter,1
com.ibm.fhir:fhir-term-remote,1
mockobjects:mockobjects-alt-jdk1.3,1
de.escalon.hypermedia:hydra-spring,1
org.eclipse.lsp4j:org.eclipse.lsp4j.jsonrpc.debug,1
gov.nsa.datawave.webservices:datawave-ws-model,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-ups-storescu,1
com.jakewharton.byteunits:byteunits,2
org.pentaho.di.plugins:kettle-openerp-plugin-core,1
org.jfrog.test.nested:nestedX,1
cn.hutool:hutool-all,42
com.google.re2j:re2j,9
net.java.truevfs:truevfs-driver-tar,1
org.xwiki.platform:xwiki-platform-livedata-test-pageobjects,1
org.apache.poi:poi,81
org.springframework.security:spring-security-core,47
com.vertica.jdbc:vertica-jdbc,1
net.steppschuh.markdowngenerator:markdowngenerator,1
org.joyqueue:joyqueue-web-application,1
org.apache.usergrid:cache,1
org.apache.camel.quarkus:camel-quarkus-google-sheets-deployment,1
org.apache.camel.quarkus:camel-quarkus-johnzon-deployment,1
org.apache.camel.quarkus:camel-quarkus-spark-deployment,1
org.apache.camel.quarkus:camel-quarkus-workday,1
net.sourceforge.barbecue:barbecue,4
io.airlift:airline,11
org.glassfish.jersey.ext.cdi:jersey-weld2-se,1
com.github.fangjinuo.audit:audit-spring-boot-starter,1
org.springframework.shell:spring-shell-starter,4
com.github.kongchen:swagger-maven-plugin,1
com.amazonaws:aws-java-sdk-kinesis,8
io.trino.cassandra:cassandra-driver,1
org.nuxeo.onedrive:onedrive-java-client,1
org.nuxeo.runtime:nuxeo-javaagent-main,1
org.eclipse.ditto:ditto-things-service,1
org.kie.kogito:kogito-decisions-spring-boot-starter,1
com.tmobile.cloud:api-commons,1
com.tmobile.cloud:batch-commons,1
io.cattle:cattle-config-item-server,1
io.cattle:cattle-iaas-resource-pool,1
org.apache.bval:bval-core,1
org.icij.datashare:datashare-db,1
com.igormaznitsa:meta-utils,2
org.sonarsource.sslr-squid-bridge:sslr-squid-bridge,5
net.sf.qualitycheck:quality-check,1
org.apache.logging.log4j:log4j-web,14
org.pegdown:pegdown,8
com.github.kstyrc:embedded-redis,9
com.ecwid.consul:consul-api,7
io.quarkus:quarkus-container-image,1
io.quarkus:quarkus-container-image-deployment,1
io.quarkus:quarkus-hibernate-envers-deployment,1
org.opensaml:xmltooling,2
org.wso2.carbon.extension.identity.authenticator.outbound.emailotp:org.wso2.carbon.identity.authenticator.emailotp,1
org.wso2.carbon.identity.agent.sso.java:org.wso2.carbon.identity.sso.agent,1
org.apache.spark:spark-core_2.12,7
com.github.dragon66:icafe,1
org.camunda.bpm.javaee:camunda-jobexecutor-ra,1
org.apache.edgent.android:edgent-connectors-file,1
org.radargun:plugin-jbosscache2,1
cn.afterturn:easypoi-annotation,2
com.sun.javafx:javafx-ext-swing,1
global.namespace.truelicense:truelicense-jax-rs,1
org.apache.jclouds.provider:rackspace-cloudfiles-uk,1
io.shardingsphere:sharding-transaction-spring-boot-starter,1
com.plumelog:plumelog-logback,1
org.languagetool:language-be,1
org.jboss.shrinkwrap.descriptors:shrinkwrap-descriptors-api-jboss,1
org.wildfly.swarm:container-modules,1
org.wildfly.swarm:keycloak-runtime,1
tech.cassandre.trading.bot:cassandre-trading-bot-spring-boot-autoconfigure,1
com.wordnik:swagger-core_2.10,1
iped:iped-engine,1
javax.sdp:nist-sdp,1
org.ranksys.RankSys:RankSys-nn,1
org.apache.ws.commons.axiom.wso2:axiom-impl,1
com.sun.web.ui:cc_es,2
org.forgerock.ce.commons:forgerock-util,1
org.forgerock.openam:openam-xacml3-schema,2
org.opencastproject:opencast-static-file-service-api,1
org.opencastproject:opencast-timelinepreviews-api,1
com.j256.ormlite:ormlite-android,2
com.netty.rpc:netty-rpc-common,1
org.jboss.arquillian.container:arquillian-container-test-spi,4
org.jenkins-ci.plugins:scm-api,2
com.marswork:marswork-core,1
com.googlecode.lanterna:lanterna,2
net.bramp.ffmpeg:ffmpeg,1
com.azure.resourcemanager:azure-resourcemanager-trafficmanager,1
org.exoplatform.gatein.portal:exo.portal.component.web.api,1
net.md-5:bungeecord-slf4j,1
com.thinkaurelius.titan:titan-hadoop-2,1
org.openrdf.sesame:sesame-rio-api,2
javax.mail:activation,1
org.glassfish.hk2:hk2-locator,1
net.sourceforge.jsf-comp:acegi-jsf,1
org.tmatesoft:svnkit,1
io.lumify:lumify-gpw-video-metadata,1
com.lishid:OpenInv,1
org.apache.yetus:audience-annotations,2
org.openhab.addons.bundles:org.openhab.binding.smartmeter,1
org.codice.ddf.spatial:spatial-csw-schema-bindings,1
org.codice.test:failsafe-controller,1
org.prevayler.spikes:prevayler-mirror-tests,1
com.blazebit:blaze-persistence-jpa-criteria-api,1
com.spotify:apollo-environment,1
org.osgi:org.osgi.resource,1
org.apache.aries.spifly:org.apache.aries.spifly.static.bundle,1
org.apache.cxf:cxf-rt-transports-local,1
org.apache.spark:spark-catalyst_2.12,2
org.eclipse.rdf4j:rdf4j-queryresultio-testsuite,1
org.glassfish.jersey.ext:jersey-spring5,2
io.confluent:kafka-connect-maven-plugin,1
org.gephi:desktop-io-export,1
org.forgerock.openam:openam-core,1
org.jboss.as:jboss-as-ejb3,1
com.hope:hope-framework,1
com.aerse:rrd4j-light,1
com.asakusafw:java-dom,1
it.unibz.inf.ontop:ontop-optimization,1
com.marcosbarbero.cloud:spring-cloud-zuul-ratelimit-core,1
org.apereo.cas:cas-server-core-validation,1
io.hawt:hawtio-osgi-jmx,1
org.essentials4j:essentials4j,1
org.testingisdocumenting.webtau:webtau-repl,1
fish.payara.server.internal.deployment:deployment-autodeploy-l10n,1
fish.payara.server.internal.payara-modules:notification-core,1
org.lightadmin:light-logging-configurer,1
org.neo4j:neo4j-parser,1
io.prestosql:presto-cli,1
com.thinkbiganalytics.kylo:kylo-security-auth-kerberos,1
org.exist-db:exist-index-spatial,1
com.mobidevelop.robovm:robovm-cacerts-full,1
de.sciss:docking-frames-core,1
org.meteothink:meteoinfo-table,1
org.apache.knox:gateway-service-hive,1
ddlog:ddlogapi,1
org.neo4j.driver:neo4j-java-driver-slim,1
fr.turri:jISO8601,1
de.learnlib:learnlib-property-oracles,1
org.flowable:flowable-http,1
org.flowable:flowable-spring-boot-starter,1
com.microsoft.azure:azure-toolkit-sqlserver-lib,1
com.turbo-rpc:turbo-spring-boot-starter,1
io.micronaut.sql:micronaut-hibernate-jpa,1
com.netflix.concurrency-limits:concurrency-limits-core,1
org.apache.linkis:linkis-module,1
org.nutz:nutzboot-starter-hystrix,1
org.kie.kogito:kogito-addons-quarkus-persistence-postgresql-deployment,1
com.aliyun:aliyun-java-sdk-slb,1
net.sf.jtidy:jtidy,7
org.apache.tika:tika-parser-miscoffice-module,2
org.xwiki.platform:xwiki-platform-eventstream-store-solr,1
org.xwiki.platform:xwiki-platform-flavor-api,1
org.xwiki.platform:xwiki-platform-legacy-model-api,1
org.apache.shiro:shiro-ehcache,21
org.springframework.hateoas:spring-hateoas,8
org.perfcake:httl,1
org.apache.camel.quarkus:camel-quarkus-integration-test-support,1
org.apache.camel.quarkus:camel-quarkus-jasypt,1
org.apache.camel.quarkus:camel-quarkus-leveldb,1
org.apache.camel.quarkus:camel-quarkus-paho,1
org.apache.cloudstack:cloud-plugin-ca-rootca,1
org.apache.ant:ant-launcher,8
org.lz4:lz4-java,18
org.mybatis.generator:mybatis-generator-core,14
com.novemberain:quartz-mongodb,1
fr.opensagres.xdocreport:fr.opensagres.xdocreport.remoting.resources,2
org.nuxeo.ecm.platform:nuxeo-platform-seam-debug,1
org.nuxeo.ecm:nuxeo-easyshare-jsf,1
org.eclipse.ditto:ditto-internal-utils-protocol,1
com.googlecode.wicket-jquery-ui:wicket-kendo-ui-theme-bootstrap,3
de.agilecoders.wicket:jquery-selectors,3
de.tudarmstadt.ukp.inception.app:inception-concept-linking,1
de.tudarmstadt.ukp.inception.app:inception-io-xmi,1
org.nd4j:nd4j-native,3
org.drizzle.jdbc:drizzle-jdbc,1
org.jmxtrans.embedded:embedded-jmxtrans,1
us.fatehi:schemacrawler-text,1
com.google.sitebricks:sitebricks-test-support,1
one.util:streamex,3
org.glassfish.main.common:internal-api,2
org.glassfish.main.libpam4j:libpam4j,2
com.googlecode.fmpp-maven-plugin:fmpp-maven-plugin,1
com.github.shalousun:datasource-aspect,1
org.apache.atlas:hbase-bridge,1
com.esotericsoftware:minlog,4
org.apache.crunch:crunch-test,1
org.noear:mybatis-solon-plugin,1
org.hotswapagent:hotswap-agent-cdi-plugin,1
io.opentracing.contrib:opentracing-web-servlet-filter,2
io.quarkus:quarkus-jdbc-mysql,1
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.claim.management.common,1
org.datasyslab:geotools-wrapper,1
org.apache.flink:statefun-kinesis-io,1
