groupId,artifactId
io.vertx,vertx-config
com.spotify,apollo-extra
ddf.platform.api,platform-api
org.apache.syncope.core,syncope-core-self-keymaster-starter
jakarta.websocket,jakarta.websocket-api
org.apache.archiva.redback,redback-users-memory
io.jpress,codegen
org.apache.karaf.webconsole,org.apache.karaf.webconsole.instance
io.cattle,cattle-framework-eventing
org.zalando,riptide-compatibility
org.openimaj,core-web
org.jbpm,idep-jbpm-persistence
com.speedment.jpastreamer,renderer
org.nuxeo.lib.core,nuxeo-core-storage-sql-extensions
org.jcraft,jorbis
fish.payara.server.internal.web,weld-integration
com.picocontainer.web,picocontainer-web-nanoweb
io.quarkus,quarkus-resteasy-reactive-common-deployment
net.sourceforge.findbugs,jsr305
org.apache.dubbo,dubbo-metadata-processor
com.simba.googlebigquery.jdbc,opencensus-api
org.apache.karaf.http,org.apache.karaf.http.core
com.ljq.demo.springboot,demo-service
org.exist-db,exist-service
fish.payara.server.internal.common,stats77
org.forgerock.openam,openam-installtools-launcher
com.cloudinary,cloudinary-taglib
org.springframework.cloud,spring-cloud-kubernetes-fabric8-autoconfig
io.joyrpc,joyrpc-trace-jaeger
stylefruits,gniazdo
de.adorsys.psd2,xs2a-core-payments
org.apache.storm,storm-kafka-monitor
com.google.apis,google-api-services-androidpublisher
org.knowm.xchange,xchange-coinbase
com.snowplowanalytics,referer-parser_2.11
uk.com.robust-it,cloning
org.zalando,opentracing-proxy
com.vaadin,vaadin-date-picker-flow
org.flowable,flowable-ui-common
org.eclipse.rdf4j,rdf4j-repository-sail
org.codefx.j9ms.monitor,observer.beta
org.jboss.resteasy,resteasy-jettison-provider
io.prometheus,simpleclient_jetty_jdk8
com.azure.spring,azure-spring-boot-starter-storage
org.jboss.byteman,byteman-agent
org.springframework.cloud,spring-cloud-starter-loadbalancer
slash.navigation,proxy-tools
org.apache.servicemix.bundles,org.apache.servicemix.bundles.openjpa
com.snowcattle.game,game-common
net.smacke,jaydio
io.opentracing.contrib,opentracing-spring-jaeger-starter
org.mengyun,tcc-transaction-dubbo-redpacket-api
io.gravitee.am.gateway.handler,gravitee-am-gateway-handler-common
io.quarkus,quarkus-kubernetes-client
ca.ibodrov.concord,testcontainers-concord-junit4
com.milaboratory,milib
plugily.projects,commons-box-minecraft
org.apache.usergrid.chop,chop-spi
org.openhab.addons.bundles,org.openhab.binding.pixometer
org.apache.activemq,artemis-selector
aws.sdk.kotlin,dynamodb
org.codehaus.plexus,plexus-resources
io.airlift,stats
com.oracle.oci.sdk,oci-java-sdk-appmgmtcontrol
org.springframework.security,spring-security-ldap
org.kurento,kurento-room-client-js
org.glassfish.jersey.ext.cdi,jersey-weld2-se
com.github.vvysotskyi.drill-calcite,calcite-core
com.github.h0ru5.gwt,angulargwt
org.demo,spring-oauth2-tests-xml-common
com.github.steveice10,opennbt
org.apache.syncope.core,syncope-core-persistence-jpa
net.java.truevfs,truevfs-driver-tar-xz
org.apache.aries.jpa,org.apache.aries.jpa.blueprint.aries
jama,gov.nist.math
org.wso2.carbon,org.wso2.carbon.identity.oauth
io.quarkus,quarkus-smallrye-stork-deployment
org.apache.activemq,artemis-jakarta-client
org.apache.geronimo.config,geronimo-config-impl
org.antlr,antlr-master
io.vertx,vertx-amqp-client
org.xwiki.platform,xwiki-platform-notifications-filters-api
org.apache.clerezza,jaxrs.utils
com.databricks,spark-avro_2.11
org.apache.derby,derby-project
com.ibm.watson,ibm-watson
com.taobao.metamorphosis,metamorphosis-client-extension
org.apache.calcite,calcite-server
com.amazonaws.serverless,aws-serverless-java-container-spring
io.fabric8,fabric8-maven-plugin-generator-spring-boot
com.github.vlsi.mxgraph,jgraphx
org.lwjgl,lwjgl-stb
wsattacker.library,Signature_Wrapping_Library
org.webjars,jquery-ui
com.karankumar,email-service
com.yubico,u2flib-server-core
org.apache.maven.its.mng1412,b
org.apache.activemq,activemq-openwire-generator
org.ops4j.pax.exam,pax-exam-junit-extender-impl
org.jboss.netty,netty
systems.manifold,manifold-highjump
org.wso2.is,org.wso2.identity.apps.test.container
org.wso2.siddhi,siddhi-api
io.quarkus,quarkus-elasticsearch-rest-client-deployment
io.seata,seata-motan
net.ltgt.gwt.maven.its,e2e-shared
com.arcbees,gwtchosen
com.github.thomasdarimont.embedded-spring-boot-keycloak-server,embedded-keycloak-server-spring-boot-starter
de.escalon.hypermedia,hydra-spring
org.xwiki.platform,xwiki-platform-observation-remote
io.quarkus,quarkus-smallrye-jwt-build
org.jzy3d,jzy3d-jGL-awt
org.apache.sshd,sshd-common
storm,carbonite
org.unix4j,unix4j-command
site.ycsb,redis-binding
com.dslplatform,dsl-json-processor
com.univocity,univocity-trader-core
com.facebook.presto,presto-parser
org.apache.dubbo,dubbo-registry-kubernetes
net.consensys.cava,cava-toml
global.namespace.truelicense,truelicense-maven-plugin
org.hyperledger.fabric-chaincode-java,fabric-chaincode-protos
org.glassfish.jersey.containers,jersey-container-jetty-http
com.github.kennedyoliveira,pastebin4j
eu.michael-simons.neo4j,neo4j-migrations-spring-boot-starter
org.restlet.jee,org.restlet.ext.ssl
com.github.rtyley,roboguice-sherlock
org.sonatype.goodies,goodies-i18n
org.eclipse.rdf4j,rdf4j-sail-federation
org.springframework.data,spring-data-jdbc-core
jakarta.validation,jakarta.validation-api
org.apache.cloudstack,cloud-plugin-user-authenticator-pbkdf2
com.codenvy.plugin,codenvy-plugin-jenkins-webhooks
org.weakref,jmxutils
org.apache.archiva,archiva-core-consumers
com.github.mpusher,mpush-core
cn.iocoder.boot,yudao-spring-boot-starter-web
io.trino.hadoop,hadoop-apache
io.quarkus,quarkus-smallrye-context-propagation-deployment
edu.gmu.swe.phosphor,Phosphor
kr.motd.maven,os-maven-plugin
custom,spymemcached
nl.lxtreme.ols.tool,asm45
com.ftpix.homedash.plugins,pihole
org.sosy-lab,javasmt-solver-cvc4
com.elmakers.mine.bukkit.compatibility,CompatibilityLib-paper
io.micronaut.test,micronaut-test-junit5
com.github.mikegirard,spring-social-salesforce
ddf.catalog.transformer,catalog-transformer-attribute
org.knowm.xchange,xchange-coinmate
edu.princeton.cs,algs4
org.sonatype.nexus,nexus-elasticsearch
com.youlai,common-rabbitmq
com.speedment.jpastreamer,termopoptimizer-standard
org.openhab.addons.bundles,org.openhab.binding.sleepiq
org.apache.edgent.java7,edgent-connectors-pubsub
org.apache.xmlgraphics,fop-events
org.geoserver,gs-wms
com.taobao.arthas,arthas-spring-boot-starter
org.openrdf.sesame,sesame-repository-http
org.openecard,cifs
org.glassfish.main.jdbc.jdbc-ra.jdbc-core,jdbc-core
net.sourceforge.pmd,pmd-jsp
org.languagetool,language-ast
org.joyqueue,joyqueue-store-core
org.xwiki.platform,xwiki-platform-skin-api
org.primefaces.extensions,primefaces-extensions
org.wso2.carbon.mediation,org.wso2.carbon.priority.executors.stub
software.amazon.awssdk,ses
org.jetbrains.pty4j,pty4j
org.apache.oltu.oauth2,org.apache.oltu.oauth2.authzserver
com.amazonaws,aws-java-sdk-config
io.quarkus,quarkus-resteasy-reactive-kotlin-serialization
com.facebook.presto,presto-node-ttl-fetchers
org.hswebframework.web,hsweb-system-file
org.openimaj,xuggle-video
org.apache.servicecomb.demo,springmvc-server
org.jboss.narayana.rts,lra-proxy-api
me.filoghost.holographicdisplays,holographicdisplays-nms-v1_13_r2
edu.illinois.cs.cogcomp,illinois-depparse
com.icegreen,greenmail-junit4
com.qcadoo.mes,mes-plugins-cmms-machine-parts
com.icegreen,greenmail-junit5
org.openhab.addons.bundles,org.openhab.binding.deutschebahn
net.jcip,jcip-annotations
org.apache,lucene-stemmers
com.esri,jpe_sdk
org.xwiki.platform,xwiki-platform-logging-script
com.facebook.presto,presto-main
de.mirkosertic.bytecoder,bytecoder-integrationtest
org.apache.spark,spark-streaming-twitter_2.11
fish.payara.extras,payara-embedded-web
com.aconex.scrutineer,jdbc
me.clip,placeholderapi
org.glassfish.main.security,jaspic.provider.framework
com.jdon,jdon-jdbcTemp
org.nuxeo.ecm.platform,nuxeo-platform-login-token
maven-test,t10-b
maven-test,t10-c
org.wso2.carbon.registry,org.wso2.carbon.registry.handler.stub
org.apache.pulsar,pulsar-io-aerospike
maven-test,t10-a
com.vaadin,vaadin-time-picker-flow
org.openhab.addons.bundles,org.openhab.binding.bluetooth.enoceanble
com.thinkbiganalytics.kylo.integrations,kylo-spark-job-profiler-core
org.kie.kogito,kogito-addons-persistence-jdbc
org.geoserver,gs-wfs
com.azure.resourcemanager,azure-resourcemanager-privatedns
com.ftpix,sherdog-parser
org.flowable,flowable-spring-boot-autoconfigure
io.github.bonigarcia,selenium-jupiter
org.nuxeo.ecm.core,nuxeo-core-schema
org.eclipse.jetty.websocket,websocket-client
io.seata,seata-rm-datasource
com.atlassian.plugin,atlassian-spring-scanner-annotation
com.gluonhq.attach,audio
io.syndesis.extension,extension-api
org.cometd.java,cometd-java-examples-embedded
org.apache.syncope.ext.saml2sp4ui,syncope-ext-saml2sp4ui-provisioning-java
org.jvnet.hudson,org.suigeneris.jrcs.diff
org.apache.camel.quarkus,camel-quarkus-caffeine-deployment
com.jzy.game,game-tool
org.cornutum.regexp,regexp-gen
us.levk,drmaa-gridengine
io.hops,hadoop-streaming
org.apache.httpcomponents,httpcore-nio
com.alibaba.boot,nacos-config-spring-boot-actuator
org.tmatesoft,svnkit
org.mayocat.platform,mayocat-platform-base
com.github.stefanbirkner,system-rules
com.github.java-json-tools,jackson-coreutils
com.qcadoo.mes,mes-plugins-email-notifications
org.pentaho.reporting.engine,classic-extensions-drill-down
com.facebook.presto,presto-iceberg
fish.payara.server.internal.deployment,deployment-javaee-full
org.glassfish.metro,webservices-api-osgi
org.apache.directory.server,apacheds-xdbm-base
io.apicurio,apicurio-registry-ui
io.activej,activej-config
org.bytedeco,javacv-platform
org.mrgeo,mrgeo-cmd-core
org.springframework.cloud.fn,mongodb-supplier
org.apache.myfaces.extensions.validator.validation-modules,myfaces-extval-property-validation
org.jenkins-ci.plugins,terraform
aws.smithy.kotlin,serde-jvm
org.codehaus.groovy,groovy-all
io.smallrye.reactive,smallrye-mutiny-vertx-core
org.apache.camel,camel-support
org.swinglabs,swingx-core
com.cloudera.oryx,oryx-app-serving
io.smallrye.reactive,smallrye-reactive-converter-api
com.zrlog,admin-web
eu.europa.ec.joinup.sd-dss,dss-server-signing-rest-client
org.forgerock.opendj,opendj-server
org.xwiki.platform,xwiki-platform-annotation-reference
io.quarkus,quarkus-google-cloud-functions-deployment
org.apereo.cas,cas-server-support-rest
org.apache.flink,statefun-kinesis-io
org.eclipse.platform,org.eclipse.swt.gtk.linux.x86
org.apache.kafka,kafka_2.13
org.apache.kafka,kafka_2.12
org.apache.kafka,kafka_2.11
org.apache.kafka,kafka_2.10
io.airlift.tpch,tpch
org.eclipse.jetty,jetty-util-ajax
ru.vyarus,dropwizard-guicey
org.nuxeo.template.rendering,nuxeo-template-rendering-api
com.thinkbiganalytics.kylo.integrations,kylo-spark-job-cleanup-app
org.apache.ranger,ranger-elasticsearch-plugin-shim
pentaho-kettle,kettle-engine
io.apicurio,apicurio-registry-schema-util-wsdl
org.apache.tomee,taglibs-shade
cc.mrbird,common-api
net.customware.gwt.presenter,gwt-presenter
io.dropwizard,dropwizard-jdbi3
io.trino.hive,hive-apache
com.jcraft,jsch.agentproxy.usocket-nc
com.sun.grizzly,grizzly-lzma
org.ops4j.pax.url,pax-url-classpath
org.eclipse.hono,adapter-base-test-utils
org.springframework.cloud,spring-cloud-starter-function-web
org.axonframework,axon-modelling
com.upyun,java-sdk
org.noear,solon.boot.socketd.smartsocket
io.bootique,bootique-junit5
org.languagetool,language-all
com.easy,ali-nacos-dubbo-api
org.apache.servicecomb.toolkit,oas-validator-style
cn.stylefeng.roses,i18n-spring-boot-starter
org.kitesdk,kite-morphlines-saxon
caja,json_simple
org.springframework.cloud,spring-cloud-starter-kubernetes
org.openhab.addons.bundles,org.openhab.binding.harmonyhub
org.jetlinks.community,visualization-manager
io.milton,aspirin
org.jetlinks.community,device-manager
org.openhab.addons.bundles,org.openhab.binding.airvisualnode
slash.navigation,elevation-service
ddf.admin.core,admin-core-impl
org.apache.lucene,lucene-analyzers-icu
org.infinitest.intellij,intellij-util
org.osgi,org.osgi.compendium
org.wildfly.swarm,hawkular-server
io.github.hakky54,sslcontext-kickstart-for-apache5
org.jboss.arquillian.config,arquillian-config-api
io.opentelemetry,opentelemetry-api
uk.gov.dstl.baleen,baleen-activemq
io.netty,netty-codec-stomp
io.github.hakky54,sslcontext-kickstart-for-apache4
io.cattle,cattle-framework-java-server
com.thinkbiganalytics.kylo,kylo-audit-logging-core
org.sonatype.nexus,nexus-distributed-event-service-api
com.strongauth,FIDO2Simulator
com.thinkaurelius.titan,titan-test
org.lightadmin,lightadmin-sandbox
org.anjocaido.groupmanager,EssentialsGroupManager
org.apache.twill,twill-common
org.wso2.carbon.mediation,org.wso2.carbon.localentry
org.jnario,org.jnario.lib
org.wso2.carbon,org.wso2.carbon.identity.oauth.stub
org.rhq,rhq-core-comm-api
ru.yandex.qatools.allure,allure-testng-adaptor
org.springframework.boot,spring-boot-test
org.openhab.osgiify,org.json.json
org.jboss.logging,jboss-logging-spi
org.mortbay.jetty,jetty
com.thinkbiganalytics.kylo.integrations,kylo-nifi-elasticsearch-processors
com.didichuxing.datachannel,agent-manager-persistence
org.ehrbase.openehr.sdk,validation
eu.clarin.weblicht,wlfxb
org.eclipse.rdf4j,rdf4j-util
com.microsoft.rest.v2,client-runtime
com.thinkbiganalytics.kylo,kylo-hadoop-authorization-api
org.java-websocket,Java-WebSocket
net.sf.xss-html-filter,xss-html-filter
com.giffing.wicket.spring.boot.starter,wicket-spring-boot-starter
javax.xml,jaxrpc-api
software.amazon.awssdk,ssm
io.cattle,cattle-ssh-common
org.scalactic,scalactic_2.12
org.scalactic,scalactic_2.11
com.dspot,declex-api
org.codehaus.btm,btm
io.ratpack,ratpack-guice
org.apache.camel.quarkus,camel-quarkus-mongodb-gridfs-deployment
org.jogamp.jogl,jogl-all
org.xwiki.platform,xwiki-platform-flamingo-skin-resources
net.sourceforge.jmatio,jmatio
org.apache.tika,tika-parser-xml-module
io.seata,seata-spring
com.github.pyvesb,petmaster
com.alipay.sofa,hessian
org.nuxeo.ecm.platform,nuxeo-platform-imaging-core
org.apache.cloudstack,cloud-plugin-integrations-prometheus-exporter
com.activequant,aq2o-archive-hbase
com.consol.citrus,citrus-validation-text
com.thinkbiganalytics.kylo.plugins,kylo-jms-service-activemq
org.mayocat.platform,mayocat-platform-mail
org.exbin.bined,bined-highlight-swing
org.neo4j,neo4j-cypher-planner-spi
org.revapi,revapi-reporter-text
io.syndesis.common,jaeger-spring-boot-starter
org.hamcrest,java-hamcrest
org.springframework.cloud.fn,websocket-supplier
org.webjars.bower,bootstrap-table
com.spotify,futures-extra
it.unibz.inf.ontop,ontop-docker-tests
org.teavm,teavm-jso
org.apache.syncope.ext.oidcc4ui,syncope-ext-oidcc4ui-rest-api
kg.apc,jmeter-plugins-filterresults
org.eclipse.rdf4j,rdf4j-repository-sparql
io.onedev,server-plugin-executor-remotedocker
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.oidc.scope.management.common
org.jboss.shrinkwrap.descriptors,shrinkwrap-descriptors-impl-javaee
software.amazon.awssdk,sts
eu.europa.ec.joinup.sd-dss,dss-crl-parser-x509crl
org.cloudifysource,esc
org.glassfish.jersey.tests.integration,j-59-ejb-lib
org.gluu,oxnotify-client2
org.jenkins-ci.plugins,mapdb-api
org.deeplearning4j,deeplearning4j-core
com.simba.googlebigquery.jdbc,guava
org.jvnet.jaxb2_commons,jaxb2-commons-lang
org.testng,testng
de.tudarmstadt.ukp.clarin.webanno,webanno-support
org.apache.camel.quarkus,camel-quarkus-microprofile-metrics
com.elmakers.mine.bukkit.compatibility,CompatibilityLib-legacy
de.jensd,fontawesomefx-emojione
org.glassfish.main.cluster,cluster-ssh
nl.lxtreme.ols,runner
com.google.guava,guava-gwt
org.openhab.addons.bundles,org.openhab.binding.onkyo
com.sikulix,sikulix2tigervnc
solid.humank,orders-domain
javax.measure,jsr-275
org.sonarsource.sonarlint.core,sonarlint-commons
org.apache.james,apache-mime4j-storage
org.apache.parquet,parquet-encoding
io.debezium,debezium-connector-jdbc
com.youlai,common-web
org.apache.cxf,cxf-core
org.apache.activemq,artemis-jms-client-all
org.apache.shardingsphere,sharding-transaction-xa-core
top.tangyh.basic,lamp-core
com.google.cloud,google-cloud-core
io.quarkus,quarkus-hibernate-search-orm-elasticsearch-deployment
org.opencastproject,opencast-oaipmh-persistence
io.gravitee.alert,gravitee-alert-api
org.jooq,joor-java-8
org.apache.flink,flink-avro-cloudera-registry
org.apache.felix,org.apache.felix.http.bundle
org.eclipse.equinox,registry
org.restlet.dev,org.restlet.ext.nio
org.aoju,bus-health
org.apache.directory.server,apacheds-core-annotations
com.google.endpoints,endpoints-framework
com.cloudera.oryx,oryx-lambda
com.sparkjava,spark-core
org.apache.plc4x,plc4x-protocols-canopen
org.adrianwalker,multiline-string
com.cxytiandi,kitty-distributed-lock
com.vladsch.flexmark,flexmark-ext-media-tags
com.torodb.engine,packaging-utils
io.norberg,auto-matter-annotation
com.github.hairless,plink-model
org.apache.servicecomb,edge-core
org.camunda.bpm,camunda-engine
org.apache.wicket,wicket-eclipse-settings
eu.europa.ec.joinup.sd-dss,dss-utils-google-guava
org.apache.geode,gemfire-core
com.github.davidmoten,state-machine-generator
com.madgag,madgag-hamcrest-matchers
global.namespace.fun-io,fun-io-api
fr.inria.gforge.spoon,spoon-core
org.apache.brooklyn,brooklyn-software-osgi
org.w3c.css,sac
org.janusgraph,janusgraph-bigtable
org.dcm4che.dcm4chee-arc,dcm4chee-arc-diff-rs
org.apache.cloudstack,cloud-secondary-storage
io.hypersistence,hypersistence-optimizer
io.protostuff,protostuff-runtime-registry
com.qcadoo.mes,mes-plugins-product-catalog-numbers
ca.uhn.hapi.fhir,hapi-fhir-validation
org.tensorflow,tensorflow-hadoop
org.xwiki.platform,xwiki-platform-rendering-transformation-icon
org.kie,kie-test-util
io.quarkus,quarkus-vertx-deployment
org.jfree,jfreechart
org.apache.plc4x.plugins,plc4x-code-generation-protocol-base
com.simba.googlebigquery.jdbc,avro
org.jzy3d,jzy3d-native-jogl-core
live.connector,vertxui-core
org.hswebframework.web,hsweb-authorization-basic
org.jcodec,jcodec-javase
org.wso2.orbit.org.apache.neethi,neethi
com.fasterxml.jackson.dataformat,jackson-dataformat-yaml
org.biojava,biojava-structure
org.springframework.cloud,spring-cloud-task-core
com.github.luben,zstd-jni
org.apache.camel.quarkus,camel-quarkus-openstack
com.bage,study-spring-boot-dependencies
com.thoughtworks.inproctester,inproctester-core
org.glassfish.tests.embedded,utils
org.igniterealtime.openfire.plugins,search
org.pentaho.di.plugins,repositories-plugin-core
org.apache.camel.quarkus,camel-quarkus-braintree
cc.mrbird,febs-common-security-starter
org.pdfsam,pdfsam-fx
org.apache.activemq,activemq-jdbc-store
org.glassfish.external,jsch
org.apache.maven.doxia,doxia-sink-api
com.ibm.icu,utilities-for-cldr
org.xwiki.platform,xwiki-platform-repository-server-api
org.apache.jclouds,jclouds-allcompute
fish.payara.server.internal.appclient.server,appclient-server-core
org.jbehave.tutorials,etsy-stories-java-spring
io.quarkus,quarkus-resteasy-reactive-kotlin-serialization-common
org.sejda,sejda-model
org.jetbrains.kotlinx,kotlinx-coroutines-reactor
org.eclipse.rdf4j,rdf4j-sail-spin
org.mrgeo,mrgeo-cmd-developers
com.hazelcast.samples.spring.data.migration,after-jpa-service
com.github.stanford-futuredata.momentsketch,momentsketch-solver
org.osgi.enroute.examples.microservice,dao-impl
com.github.danielflower.mavenplugins.testprojects.deepdependencies,core-utils
org.wso2.carbon.mediation,org.wso2.carbon.connector.core
org.wildfly.security,wildfly-elytron-realm-ldap
org.forgerock.openam,openam-core
io.quarkus,quarkus-opentelemetry-exporter-jaeger-deployment
org.jboss.resteasy,resteasy-client-api
org.apache.knox,gateway-service-impala
io.quarkus,quarkus-elasticsearch-rest-client-common
wsrf,wsrf-xbeans
org.codefx.j9ms.monitor,rest
com.appscode.voyager,client-java
org.neo4j,neo4j-graph-matching
com.cxytiandi,kitty-spring-cloud-starter-id
org.apache.woden.wso2,woden
sia,tacocloud-messaging-kafka
com.google.gdata,gdata-analytics
org.apache.cxf.build-utils,cxf-buildtools
org.camunda.consulting.snippets,camunda-demo-support
com.dslplatform,dsl-clc
io.ebean,ebean-externalmapping-xml
org.glassfish.external,opendmk_jmxremote_optional_jar
org.nuxeo.style,nuxeo-style-guide
org.owasp.jbrofuzz,jbrofuzz-encoder
org.apache.camel.quarkus,camel-quarkus-beanio
org.apache.camel.quarkus,camel-quarkus-soroush-deployment
com.ctrip.soa.caravan,caravan-protobuf
com.asakusafw,asakusa-runtime
io.quarkus,quarkus-integration-test-jpa-xml-modern-library-a
io.quarkus,quarkus-integration-test-jpa-xml-modern-library-b
com.github.pnowy.nc,nativeCriteria-core
com.nulab-inc,zxcvbn
com.github.weisj,darklaf-core
com.denimgroup.threadfix,threadfix-data-access
site.ycsb,foundationdb-binding
org.talend.esb.auxiliary.storage,auxiliary-storage-persistence-jcr
org.apache.deltaspike.modules,deltaspike-data-module-impl
cn.black-shop,black-shop-common-feign
com.github.vladimir-bukhtoyarov,bucket4j-hazelcast-4
org.apache.edgent.android,edgent-connectors-kafka
org.digitalmediaserver,cuelib-core
org.xwiki.platform,xwiki-platform-tika-detect
io.quarkus,quarkus-keycloak-authorization-deployment
fish.payara.server.internal.deployment,dol
org.revapi,revapi-reporter-file-base
com.github.nifty-gui,nifty-pauls-soundsystem
org.processing,video
com.google.cloud.functions.invoker,java-function-invoker
org.mobicents.servlet.sip.examples,alerting-app-sms-alerting-sbb
com.jslsolucoes,vraptor4-jpa
io.trino,trino-pinot
com.torodb.server,server-service
com.vaadin,vaadin-ordered-layout-flow
com.thinkbiganalytics.kylo,kylo-classname-change-core
io.protostuff,protostuff-compiler
global.namespace.truelicense,truelicense-core
org.openhab.addons.bundles,org.openhab.binding.broadlinkthermostat
org.sonatype.nexus.plugins,nexus-restore-raw
org.apache.aries.jpa.javax.persistence,javax.persistence_2.1
org.demoiselle.jee,demoiselle-script
org.opengis,geoapi
org.springframework.cloud,spring-cloud-dataflow-tasklauncher-sink
com.oracle.bedrock.coherence,coherence-12.1.2-testing-support
com.google.gwt,gwt-incubator
de.luricos.bukkit,xAuth
com.googlecode.juniversalchardet,juniversalchardet
org.noear,solon.extend.servlet
org.nutz,nutzboot-starter-elasticsearch-rest
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.fetch.remote.v1
io.atomix.copycat,copycat-protocol
com.thinkbiganalytics.kylo.integrations,kylo-spark-catalog-core
com.okta.sdk,okta-sdk-httpclient
io.debezium,debezium-server-core
io.swagger.core.v3,swagger-core-jakarta
org.glassfish.main.tests.tck,javatest
org.apache.maven.wagon,wagon-http-lightweight
io.vitess,vitess-grpc-client
com.alipay.sdk,alipay-easysdk
com.speedment.jpastreamer,renderer-standard
ddf.catalog.transformer,catalog-transformer-streaming-api
org.wso2.carbon.identity.outbound.auth.sts.passive,org.wso2.carbon.identity.application.authenticator.passive.sts
org.tynamo,tapestry-security
org.eclipse.hawkbit,hawkbit-artifact-repository-filesystem
io.spring.javaformat.intellij.idea,platform-api
org.glassfish.mojarra.test,util
com.hurence.logisland,logisland-utils
global.namespace.fun-io,fun-io-jackson
io.pravega,pravega-client
com.baidu.unbiz,fluent-validator
com.asakusafw,asakusa-windgate-hadoopfs
org.jasypt,jasypt-spring2
org.jasypt,jasypt-spring4
org.apache.poi,ooxml-security
org.apache.camel.quarkus,camel-quarkus-hazelcast-deployment
org.openhab.addons.bundles,org.openhab.binding.systeminfo
org.apache.edgent.java7,edgent-connectors-iotp
org.apache.beam,beam-runners-spark
ws.schild,jave-nativebin-win32
com.ververica,flink-connector-oracle-cdc
org.jasypt,jasypt-spring3
org.hive2hive,org.hive2hive.core
org.openhab.addons.bundles,org.openhab.binding.magentatv
org.wso2.carbon.automation,org.wso2.carbon.automation.core
cn.keking,office-plugin
fish.payara.server.internal.payara-appserver-modules,microprofile-openapi
org.ow2.asm,asm-tree
com.mycollab,mycollab-jackrabbit
org.apache.tomee,tomee-bootstrap
org.graylog2,gelfclient
org.nuxeo.ecm.platform,nuxeo-platform-signature-api
org.fakereplace,fakereplace-weld
com.cloudera.oryx,oryx-ml
org.eclipse.jetty.toolchain,jetty-servlet-api
com.github.docker-java,docker-java-transport-okhttp
org.modeshape,modeshape-sequencer-msoffice
org.apache.storm,storm-sql-core
com.megaease.easeagent,report-mock
com.alibaba.cloud,sentinel-dubbo-api
de.tudarmstadt.ukp.inception.app,inception-external-search-elastic
org.graphfoundation.ongdb,ongdb-lucene-upgrade
org.apache.derby,derbyclient
com.usthe.sureness,sureness-core
com.geekq.v2,miaosha-service
org.carlspring.strongbox,strongbox-aql
org.glassfish.jersey.test-framework.providers,jersey-test-framework-provider-jetty
org.apache.flume.flume-ng-sources,flume-kafka-source
com.vaadin,vaadin
org.jboss.spec.javax.ejb,jboss-ejb-api_3.2_spec
org.hibernate,hibernate-jpamodelgen
org.openhab.addons.bundles,org.openhab.binding.linuxinput
cn.iocoder.mall,system-biz-api
pentaho,pentaho-i18n-bundle
gov.nsa.datawave.webservices,datawave-ws-deploy-configuration
org.netbeans.api,org-netbeans-api-visual
site.ycsb,nosqldb-binding
org.jboss.narayana.jts,jtax
com.qlangtech.tis,tis-logback-flume-appender
org.apache.hive,hive-exec
org.thingsboard,netty-mqtt
com.googlecode.junit-toolbox,junit-toolbox
com.blazegraph,rdf-properties
org.jbehave,jbehave-core
com.cxytiandi,kitty-spring-cloud-starter-web
org.drools,drools-core
org.eclipse.milo,sdk-client
com.hubspot.jinjava,jinjava
org.apache.cayenne,cayenne-jcache
com.codenvy.plugin,codenvy-hosted-ext-hosted
net.sf.jung,jung-visualization
com.pig4cloud,pig-common-security
org.dcm4che,dcm4che-mime
org.bitsofinfo,hazelcast-docker-swarm-discovery-spi
com.datatorrent,netlet
org.apache.camel.quarkus,camel-quarkus-robotframework-deployment
external,jaxrpc-impl
com.leansoft,bigqueue
org.talend.esb.auxiliary.storage,auxiliary-storage-rest-security
io.airlift.discovery,discovery-server
org.gillius,jfxutils
org.kie.kogito,kogito-addons-events-decisions
com.ebay.jetstream,jetstream-channels-processors
com.picocontainer.script,picocontainer-script-jruby
io.prometheus,simpleclient_tracer_otel
com.bstek.bdf3,bdf3-dbconsole
org.noear,solon.extend.schedule
au.com.dius.pact.provider,junit5
io.seata,seata-sqlparser-antlr
org.apache.stratos,org.apache.stratos.cloud.controller.service.stub
com.mojang,datafixerupper
de.tudarmstadt.ukp.inception.app,inception-api
org.camunda.bpm.dmn,camunda-engine-feel-juel
org.apache.camel.quarkus,camel-quarkus-stomp
org.noear,solon.view.jsp
org.wicketstuff,wicketstuff-jee-web
com.google.android,android-test
org.xwiki.platform,xwiki-platform-release-test-pageobjects
io.syndesis.common,common-model
org.graphfoundation.ongdb,ongdb-geequel-planner-spi-3.4
org.bitbucket.mstrobel,procyon-core
fish.payara.server.internal.persistence.cmp,cmp-support-ejb-l10n
cn.iocoder.boot,yudao-spring-boot-starter-mybatis
org.joyqueue,joyqueue-portal
com.github.mpusher,mpush-monitor
com.vmware.xenon,xenon-swagger-adapter
org.jzy3d,jzy3d-emul-gl-awt
org.apache.sentry,sentry-binding-solr
org.springframework.boot,spring-boot-starter-data-mongodb-reactive
org.databene,contiperf
cn.iocoder.mall,promotion-service-api
net.sourceforge.mydoggy,mydoggy-api
io.dropwizard.metrics,metrics-jmx
com.atilika.kuromoji,kuromoji-unidic-neologd
ca.on.oicr,pinery-lims
com.ibeetl,beetl
