groupId,artifactId
org.opencastproject,opencast-sox-api
org.opennms.newts,newts-aggregate
org.jruby.joni,joni
org.glassfish.main.grizzly,glassfish-grizzly-extra-all
org.mybatis,mybatis-guice
qunar.tc.qtracer,qtracer-instrument-agent
org.modeshape,modeshape-common
org.activiti,activiti-spring-conformance-util
org.webjars,i18next
org.apache.karaf.kar,org.apache.karaf.kar.core
com.alibaba.nacos,nacos-api
org.jboss.windup.graph,windup-graph-api
com.axellience,vue-gwt
org.glassfish.jersey.ext,jersey-entity-filtering
us.dynmap,dynmap-api
org.drools,drools-model-compiler
org.kie.kogito,kogito-api-incubation-decisions-services
org.apache.syncope.ext.saml2sp4ui,syncope-ext-saml2sp4ui-client-common-ui
io.dropwizard-bundles,dropwizard-redirect-bundle
com.newrelic,newrelic-api
org.jboss.narayana.xts,byteman_support
com.vaadin,vaadin-icons
org.springframework.cloud,spring-cloud-dataflow-test
org.apache.openmeetings,openmeetings-web
com.github.lybgeek,springboot-desensitization-framework
com.fizzed,rocker-maven-plugin
org.apache.camel.quarkus,camel-quarkus-grpc-deployment
com.ctrip.framework.apollo,apollo-biz
org.caffinitas.ohc,ohc-core
org.springframework.boot,spring-boot-actuator-autoconfigure
org.mobicents.external.tritonus,tritonus_gsm
org.restlet.dev,org.restlet.ext.servlet
com.orientechnologies,orientdb-core
info.cukes,cucumber-picocontainer
org.joyqueue,joyqueue-data-repository-api
com.dianping.cat,cat-alarm
org.apache.shenyu,shenyu-client-dubbo-common
org.codehaus.jettison.wso2,jettison
com.google.cloud.bigtable,bigtable-hbase-2.x-shaded
org.incode.ecp,docflow-canonical
org.wicketstuff,wicketstuff-push-cometd
org.glassfish.main.persistence,entitybean-container
io.rsocket.broker,rsocket-broker-client-spring
org.glassfish.annotations,logging-annotation-processor
org.apache.tika,tika-parser-html-module
de.adorsys.psd2,consent-xs2a-api
org.apache.pulsar,pulsar-metadata
org.wildfly.swarm,bean-validation-modules
org.codehaus.cargo,cargo-core-api-module
de.fraunhofer.iosb.ilt.FROST-Server,FROST-Server.Plugin.OpenApi
org.glassfish.main.admin,backup
com.yammer.metrics,metrics-graphite
io.github.openfeign,feign-example-github
fish.payara.server.internal.concurrent,concurrent-impl
io.smallrye.reactive,mutiny-math
com.vividsolutions.jts,jts
org.jenkinsci.plugins,pipeline-model-extensions
com.alu.e3,provisioning
org.classdump.luna,luna-all-shaded
org.jogamp.jocl,jocl
org.acme,quarkus-app-test
org.eclipse.ditto,ditto-messages-model
fish.payara.server.internal.payara-appserver-modules,healthcheck-metrics
com.alipay.sofa.lookout,lookout-common
org.optaplanner,optaplanner-quarkus-benchmark
org.openoffice,juh
nl.lxtreme.ols.device,logicsniffer
org.jetlinks.community,logging-manager
tomcat,naming-factory
org.waveprotocol,media-src
io.objectbox,objectbox-java
org.webjars.bower,angular-route
org.apache.camel.quarkus,camel-quarkus-integration-test-support
io.quarkus,quarkus-amazon-kms
org.springframework.cloud,spring-cloud-deployer-resource-support
com.jujutsu.tsne,tsne
fish.payara.server.internal.admingui,console-core
io.eventuate.tram.view.support,eventuate-tram-view-support-rebuild
org.openhab.addons.bundles,org.openhab.persistence.jpa
org.openhab.addons.bundles,org.openhab.binding.bluetooth.am43
org.jboss.arquillian.spock,arquillian-spock-container
asm,asm-parent
org.apache.iotdb,iotdb-jdbc
com.goldmansachs.obevo,obevo-mongodb
org.eclipse.hono,hono-adapter-mqtt-vertx-base
org.springframework.cloud,spring-cloud-vault-config-aws
org.springframework.cloud,spring-cloud-gcp-pubsub-stream-binder-functional-sample-source
us.codecraft,webmagic-scripts
org.hoteia.qalingo,qalingo-api-web-bo-business
cn.songxinqiang,com.baidu.ueditor
org.igniterealtime.smack,smack-resolver-javax
org.eclipse.krazo,krazo-cxf
com.emc.ecs,object-client
com.github.nifty-gui,nifty-examples
org.dashbuilder,dashbuilder-dataset-editor
org.wicketstuff,wicketstuff-dropdown-menu
com.github.valfirst,slf4j-test
org.apache.servicemix.bundles,org.apache.servicemix.bundles.dom4j
org.jasig.cas.client,cas-client-integration-tomcat-common
org.openhab.addons.bundles,org.openhab.binding.proteusecometer
com.googlecode.disruptor.wso2,disruptor
nl.lxtreme.ols,logging
ai.djl.tensorflow,tensorflow-native-auto
org.apache.camel.quarkus,camel-quarkus-asn1
org.mrgeo,mrgeo-mapalgebra-integrationtests
de.codecentric,batch-web-spring-boot-starter
org.netbeans.api,org-openide-explorer
org.apache.hadoop,hadoop-yarn-applications-unmanaged-am-launcher
com.azure.spring,azure-spring-cloud-appconfiguration-config
io.activej,activej-inject
org.dromara,hmily-core
org.glassfish.jaxb,jaxb-runtime
org.apache.cloudstack,cloud-plugin-planner-user-dispersing
org.hawkular.apm,hawkular-apm-analytics-service-rest-client
com.woorea,quantum-client
edu.isi,import-excel
org.apereo.cas,cas-server-support-oidc
org.apache.cxf,cxf-bundle-jaxrs
com.jolira,hickory
io.opentracing,opentracing-noop
org.hotswapagent,hotswap-agent-webobjects-plugin
org.hotswapagent,hotswap-agent-glassfish-plugin
org.codice.ddf.validator,catalog-validator-metacardframecenter
com.graphaware.neo4j,tests
de.tudarmstadt.ukp.inception.app,inception-plugin-api
com.azure,azure-storage-queue
io.quarkus,quarkus-test-infinispan-client
org.noear,sentinel-solon-plugin
org.hibernate,hibernate-ehcache
com.twitter,algebird-core_2.12
org.dashbuilder,dashbuilder-renderer-google
org.apache.edgent.java7,edgent-analytics-math3
kg.apc,jmeter-plugins-casutg
com.tinkerpop.rexster,rexster-core
org.piccolo2d,piccolo2d-extras
org.wso2.carbon.identity.association.account,org.wso2.carbon.identity.user.account.association.stub
net.anotheria,moskito-webui
org.codehaus.groovy,groovy-test-junit5
org.openhab.addons.bundles,org.openhab.binding.nikobus
org.apache.nifi,nifi-hive-services-api
aws.smithy.kotlin,serde-form-url-jvm
org.jruby,dirgra
com.alu.e3,common
org.batfish,question
org.glassfish.main.concurrent,concurrent-connector
org.xwiki.platform,xwiki-platform-index-tree-test-pageobjects
org.apache.lucene,lucene-spellchecker
com.thinkbiganalytics.kylo,kylo-security-api
org.corfudb,cmdlets
de.bwaldvogel,liblinear
org.gephi,appearance-api
org.apache.flink,statefun-protocol-shaded
com.epam.jdi,jdi-uitest-gui
com.vmware.admiral,admiral-compute
org.apache.tapestry,tapestry-test
org.gridgain,gridgain-visor
org.mule.runtime,mule-module-javaee
org.openhab.addons.bundles,org.openhab.persistence.mapdb
software.amazon.awssdk,protocol-core
ddf.catalog.transformer,tika-input-transformer
org.openhab.addons.bundles,org.openhab.binding.weathercompany
org.ops4j.pax.url,pax-url-obr
org.orcid,orcid-model
javax.mail,com.springsource.javax.mail
org.xwiki.platform,xwiki-platform-component-multi
io.quarkus,quarkus-spring-core-api
org.apache.flink,flink-jdbc_2.11
jug,polling-domain
io.krakens,java-grok
com.ibm.fhir,fhir-audit
com.ppdai.das,das-client
org.apache.hudi,hudi-spark-client
org.apache.linkis,linkis-spring-cloud-gateway
org.eclipse.emf,ecore-change
net.authorize,anet-java-sdk
com.github.danielflower.mavenplugins.testprojects.dependencymanagement-using-parent-module-version-property,core-utils
org.teavm,teavm-eclipse-plugin
de.tudarmstadt.ukp.inception.app,inception-io-html
org.netbeans.api,org-netbeans-swing-outline
com.groupon.dse,spark-metrics_spark-1.x
io.quarkus,quarkus-logging-sentry-deployment
org.wso2.carbon.identity.framework,org.wso2.carbon.claim.mgt.stub
com.google.code.xmltool,xmltool
de.tudarmstadt.ukp.inception.app,inception-security
org.jenkins-ci.plugins,cloudbees-bitbucket-branch-source
net.imagej,ij
org.geotools,gt-main
org.xwiki.platform,xwiki-platform-rendering-async-api
org.apache.knox,gateway-service-test
com.zhisheng.flink,flink-learning-common
org.hotswapagent,hotswap-agent-cdi-plugin
org.javasimon,javasimon-javaee
cloud.piranha.extension,piranha-extension-apache-fileupload
io.syndesis.integration,integration-api
com.fasterxml.jackson.dataformat,jackson-dataformat-protobuf
com.gwtplatform,gwtp-all
net.masterthought,cucumber-reporting
org.unitils,unitils-core
org.openrdf.sesame,sesame-rio-trix
fish.payara.server.internal.admingui,cdieventbus-notifier-console-plugin-l10n
org.springframework.security,spring-security-oauth2-authorization-server
com.facebook.presto,presto-function-namespace-managers
io.github.resilience4j,resilience4j-bulkhead
org.apache.cayenne,cayenne-ant
org.apache.lucene,lucene-analyzers-smartcn
cloud.piranha.core,piranha-core-servlet-api
org.openhab.addons.bundles,org.openhab.binding.dmx
io.gravitee.am.deviceidentifier,gravitee-am-deviceidentifier-api
org.apache.wss4j,wss4j-ws-security-common
org.apache.flume.flume-shared,flume-shared-kafka-test
org.openrdf.sesame,sesame-rio-trig
org.telegram,telegrambots
org.openhab.addons.bundles,org.openhab.automation.groovyscripting
com.eatthepath,jvptree
org.apache.nutch,nutch
com.paritytrading.parity,parity-net
org.apache.tika,tika-httpclient-commons
org.nuxeo.ecm.platform,nuxeo-platform-relations-jena-plugin
com.alibaba.otter,client-adapter.hbase
org.wildfly.swarm,fraction-list
com.xkcoding.http,simple-http
cn.lite.flow,lite-flow-executor-plugin-sql
org.apache.camel.quarkus,camel-quarkus-slack
org.apache.sentry,sentry-binding-hbase-indexer
org.apache.rampart,rampart-core
org.opencastproject,opencast-serviceregistry
io.quarkus,quarkus-logging-json
cn.iocoder.boot,yudao-spring-boot-starter-job
cglib.wso2,cglib
org.nutz,nutz-integration-zbus
org.apache.directory.api,api-ldap-model
org.apache.abdera,abdera-core
com.google.cloud,calcite-defaultdialect
jboss,jnp-client
edu.illinois.cs.cogcomp,illinois-relation-extraction
edu.berkeley.cs.jqf,jqf-instrument
org.forgerock.ce.openam,openam-auth-safeword
org.neo4j,io-test-utils
org.actframework,act-asm
cloud.piranha.extension,piranha-extension-standard-scinitializer
org.openhab.addons.bundles,org.openhab.binding.epsonprojector
org.springframework.osgi,org.springframework.osgi.io
org.apache.edgent,edgent-connectors-pubsub
com.hurence.logisland,logisland-service-elasticsearch_7_x-client
co.aikar,acf-core
com.github.vladimir-bukhtoyarov,bucket4j-infinispan
org.apache.mesos,mesos
io.seata,seata-compressor-bzip2
org.jasig.cas,cas-server-core-logout
com.didispace,easy-utils
org.eclipse.parsson,jakarta.json
org.moduliths,moduliths-docs
io.smallrye.reactive,smallrye-reactive-messaging-gcp-pubsub
edu.illinois.cs.cogcomp,IllinoisSL-core
com.github.jsurfer,jsurfer-gson
com.google.apis,google-api-services-taskqueue
com.google.j2objc,j2objc-annotations
org.jboss.narayana.xts,jbossxts-jakarta
fish.payara.server.internal.admingui,console-payara-branding-plugin-l10n
io.prometheus,simpleclient_spring_boot
org.webjars.bower,dojo
com.github.albfernandez,javadbf
org.apache.directory.api,api-i18n
sia,tacocloud-messaging-rabbitmq
org.apache.pulsar,pulsar-package-bookkeeper-storage
org.apache.maven.plugins.compiler.it,foo
io.trino,trino-mysql
com.jfoenix,jfoenix
com.google.appengine,appengine-api-labs
com.vmware.mangle,mangle-byteman-faults
org.apache.geronimo.specs,geronimo-activation_1.0.2_spec
com.atlassian.plugin,atlassian-spring-scanner-runtime
org.nutz,nutzboot-starter-disque
fish.payara.server.internal.payara-appserver-modules,rest-monitoring-service
org.jboss.resteasy,resteasy-vertx
org.eclipse.krazo,krazo-jersey
org.dromara,hmily-config-apollo
io.dropwizard,dropwizard-jetty
org.atmosphere.jboss.as,jboss-as-websockets
net.openhft,chronicle-map
org.nuxeo.multi.tenant,nuxeo-multi-tenant-jsf
org.nlpcn,nlp-lang
io.zipkin.gcp,brave-propagation-stackdriver
com.demo,flink-2-hbase
org.apache.cxf,cxf-rt-features-metrics
org.hibernate.wso2,hibernate
org.noear,solon.boot.socketd.websocket
org.nuxeo.ecm.platform,nuxeo-platform-search-api
org.waveprotocol,util
io.quarkus,quarkus-amazon-lambda-http-event-server
org.neo4j,neo4j-procedure-api
org.glassfish.main.ejb,ejb-client
org.flowable,flowable-dmn-xml-converter
org.apache.accumulo,accumulo-core
de.learnlib,learnlib-statistics
org.exist-db,exist-xslfo
com.alibaba.otter,canal.store
io.quarkus,quarkus-test-vault
ro.pippo,pippo-gson
org.ops4j.pax.web,pax-web-extender-whiteboard
com.googlecode.pojosr,de.kalpatec.pojosr.framework
org.seleniumhq.selenium,selenium-ie-driver
org.mayocat.cms,mayocat-cms-news
com.alibaba.otter,canal.prometheus
io.airlift,discovery
it.unibz.inf.ontop,ontop-mapping-sql-core
org.jboss.ejb3,jboss-ejb3-proxy
org.jvnet.jaxb2_commons,jaxb2-basics-runtime
fish.payara.server.internal.admingui,console-cluster-plugin-l10n
com.google.cloud,calcite-core
org.mage,mage-game-tinyleadersduel
com.thinkbiganalytics.kylo.integrations,kylo-nifi-core-service
com.alipay.sofa,sofa-ark-archive
org.ocpsoft.rewrite,rewrite-config-jodatime
org.relaxng,jing
org.knowm.xchange,xchange-bitstamp
org.rauschig,jarchivelib
org.drools,drools-tms
io.cattle,cattle-iaas-allocator
javax.jms,javax.jms-api
com.cloud.com.vmware,vmware-pbm
com.zmops,telemetry-api
com.codeborne,phantomjsdriver
io.quarkus,quarkus-minikube-deployment
org.springframework,spring-test-mvc
org.apache.edgent.java7,edgent-connectors-serial
com.sia,sia-task-register-zookeeper
org.apache.axis2.transport,axis2-transport-tcp
com.github.devezhao,bizz
org.spockframework,spock-spring
io.lumify,lumify-gpw-video-audio-extract
io.atlassian.fugue,fugue
org.openhab.addons.bundles,org.openhab.voice.picotts
net.minidev,accessors-smart
io.quarkus,quarkus-spring-scheduled-deployment
org.eclipse.krazo,krazo-core
io.zipkin.gcp,zipkin-sender-stackdriver
org.hamcrest,hamcrest
org.openhab.addons.bundles,org.openhab.transform.xslt
com.ganyo,gcm-server
com.microsoft.azure,azure-toolkit-resource-lib
org.apache.maven.shared,maven-filtering
io.quarkus,quarkus-jackson-deployment
io.smartcat,cassandra-migration-tool
com.zuoxiaolong,niubi-job-api
org.glassfish.tyrus,tyrus-core
com.indeed,util-core
cn.iocoder.mall,search-service-api
io.github.jimregan,languagetool-ga-dicts
com.jdon,jdonaccessory
com.crossoverJie,SSM-SECONDS-KILL-API
org.querqy,querqy-lucene
org.noear,cron4j-solon-plugin
org.openhab.addons.bundles,org.openhab.binding.gardena
io.quarkus,quarkus-resteasy
org.apache.tomcat.embed,tomcat-embed-core
org.apache.directory.server,ldap-client-test
io.jpress,jpress-service-provider
io.hops,hadoop-mapreduce-client-core
org.dayatang.dddlib,dddlib-cache-api
org.flowable,flowable-cmmn-spring
net.sourceforge.tess4j,tess4j
org.nd4j,nd4j-tensorflow
org.jboss.as,jboss-as-server
org.apache.syncope.ext.flowable,syncope-ext-flowable-common-lib
org.apache.jena,jena-arq
org.eclipse.ditto,ditto-internal-concierge-common
test,dependency-module-a
test,dependency-module-b
test,dependency-module-c
org.apache.xmlgraphics,batik-svggen
org.carlspring.strongbox,strongbox-cron-api
io.opentracing.contrib,opentracing-spring-cloud-hystrix-starter
io.quarkus,quarkus-hibernate-search-orm-elasticsearch
org.asynchttpclient,async-http-client-netty-utils
org.apache.pulsar,pulsar-client-admin
org.codejargon,fluentjdbc
de.adorsys.psd2,aspsp-profile-web
org.dcm4che.dcm4chee-arc,dcm4chee-arc-retrieve
org.apache.httpcomponents.client5,httpclient5-fluent
pentaho,pentaho-big-data-api-runtimeTest
com.sun.el,el-ri
com.goldmansachs.obevo,obevo-db-h2
org.jboss.msc,jboss-msc
org.jbehave,jbehave-pico
org.apache.linkis,linkis-orchestrator-ecm-plugin
org.tallison,jmatio
net.sf.sevenzipjbinding,sevenzipjbinding
de.codecentric,movie-database-security
org.talend.esb.auxiliary.storage,auxiliary-storage-client-rest
org.wso2.carbon.devicemgt,org.wso2.carbon.apimgt.application.extension
org.pentaho.reporting.library,libbase
com.github.fangjinuo.easyjson,easyjson-gson
org.wso2.carbon,org.wso2.carbon.stratos.common
com.oracle.oci.sdk,oci-java-sdk-vault
io.onedev,commons-jsyntax
org.springframework.integration,spring-integration-ws
systems.manifold,manifold-ext-rt
org.jboss.resteasy,resteasy-servlet-initializer
org.rhq,rhq-scripting-python
org.assertj,assertj-guava
org.eclipse.sisu,org.eclipse.sisu.inject
com.lishid,orebfuscator-v1_10_R1
com.horstmann.violet,violetplugin-objectdiagram
com.cedarsoftware,json-io
com.github.kevinstern,software-and-algorithms
com.github.seanyinx,unit-scaffolding
org.reflections,reflections
com.erudika,para-client
org.wso2.am,org.wso2.am.integration.clients.internal.api
com.git.hui.boot,002-dynamic-config
org.apache.mnemonic,mnemonic-nvml-vmem-service
org.mage,mage-game-brawlfreeforall
io.github.qveshn,LightAPI-fork
com.horstmann.violet,violetplugin-activitydiagram
org.apache.tika,tika-eval-core
com.thinkbiganalytics.kylo,kylo-audit-logging-jpa
org.apache.camel.quarkus,camel-quarkus-xchange
org.kohsuke,asm6
org.openscience.cdk,cdk-qsar
org.ops4j.pax.exam,pax-exam-cm
com.mockrunner,mockrunner-jdbc
io.smallrye.reactive,reactive-streams-junit5-tck
io.apicurio,apicurio-registry-utils-tests
org.openimaj.hardware,kinect
io.nflow,nflow-metrics
org.apache.activemq.examples.federation,federated-address
org.jboss.resteasy,resteasy-jackson2-provider
fish.payara.server.internal.deployment,sun-as-jsr88-dm
org.zkoss.zkforge,timelinez
javax.json,javax.json-api
ch.rabanti,nanoxlsx4j
io.hops,hadoop-azure-datalake
org.jboss.as,jboss-as-jpa-spi
io.lumify,lumify-gpw-youtube-transcript
com.google.api,gax-grpc
com.thinkbiganalytics.kylo,kylo-spark-shell-controller
eu.europa.ec.joinup.sd-dss,dss-timestamp-remote-rest-client
software.amazon.awssdk,netty-nio-client
br.com.caelum.stella,caelum-stella-core
com.salesforce.servicelibs,grpc-contrib
org.glassfish.main.webservices,webservices-connector
org.sonarsource.java,java-surefire
io.jsonwebtoken,jjwt-orgjson
eu.neilalexander,jnacl
org.b3log,latke
org.apache.edgent,edgent-api
org.jboss.seam,jboss-seam-excel
org.scalatest,scalatest-flatspec_2.12
org.neo4j,neo4j-index
com.alibaba.cloud,spring-cloud-alibaba-sentinel-gateway
org.wso2.config.mapper,config-mapper
br.com.caelum.vraptor,vraptor-simplemail
org.mapsforge,mapsforge-map-reader
org.apache.camel.archetypes,camel-archetype-component
org.springframework.cloud,spring-cloud-gcp-core
org.wildfly,wildfly-web-common
io.seata,seata-compressor-7z
org.mule.modules,mule-module-spring-config
org.apache.chemistry.opencmis,chemistry-opencmis-server-bindings
org.carrot2,morfologik-speller
org.apache.sling,org.apache.sling.serviceusermapper
org.talend.esb.examples.locator-rest,locator-rest-demo-webclient
org.apache.crunch,crunch-scrunch
org.apache.xmlbeans,xmlbeans
org.apache.uima,uimaj-json
org.fakereplace,fakereplace
com.microsoft.azure,azure-maven-plugin-lib
org.zalando,opentracing-proxy-starter
io.seata,seata-server
com.eclipsesource.jaxrs,provider-sse
org.apache.ranger,ranger-plugins-cred
com.nextdoor.bender,bender-common
com.orientechnologies,orientdb-server
com.squareup.retrofit2,retrofit
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.configuration.mgt.core
org.apache.atlas,hbase-bridge-shim
io.joyrpc,joyrpc-protocol-jsonrpc
io.strimzi,api
com.github.davidmoten,rxjava2-extras
org.forgerock.openam,openam-mib-schema
org.apache.sentry,sentry-policy-common
org.fluentlenium,fluentlenium-assertj
io.geekidea.springbootplus,framework
org.nuxeo.ecm.core,nuxeo-core-binarymanager-s3
org.optaplanner,optaplanner-quarkus-benchmark-deployment
org.graphfoundation.ongdb,ongdb-geequel-runtime-util
org.springframework.kafka,spring-kafka
org.dromara,hmily-demo-tcc-grpc-common
org.acme,acme-quarkus-ext-c-deployment
org.openhab.addons.bundles,org.openhab.binding.lutron
org.eclipse.rdf4j,rdf4j-queryparser-api
org.apache.camel.quarkus,camel-quarkus-dataformat
com.sun,ldapbp
org.exist-db,exist-xqdoc
io.quarkus,quarkus-qute-deployment
org.glassfish.docs,embedded-server-guide
javax.script,bsh-engine
io.github.robwin,assertj-swagger
org.apache.archiva,archiva-proxy-api
com.creditease.dbus,dbus-mail
org.wso2.carbon.healthcheck,org.wso2.carbon.healthcheck.server.feature
org.opencastproject,opencast-elasticsearch-impl
com.github.qiujiayu,autoload-cache-manager-api
it.cnr.isti.hpc,hpc-utils
com.squareup.okhttp3,okhttp-ws
org.wso2.orbit.com.github.dblock.waffle,waffle-jna
com.qubole.rubix,rubix-client
com.networknt,health
org.apache.geronimo.specs,geronimo-annotation_1.3_spec
com.grinderwolf,slimeworldmanager-nms-v1_13_R1
edu.ucar,netcdf4
org.glassfish.main.admingui,console-jdbc-plugin
io.cattle,cattle-extension-api
com.oracle.coherence.ce,coherence-concurrent
org.jitsi,jitsi-lgpl-dependencies
org.apache.curator,curator-recipes
com.microsoft.bot,bot-integration-spring
com.gluonhq.attach,ble
org.apache.tomee,tomee-config
com.grinderwolf,slimeworldmanager-nms-v1_13_R2
org.xwiki.platform,xwiki-platform-office-importer
org.apache.camel.quarkus,camel-quarkus-vm-deployment
com.griefcraft,lwc
com.hurence.logisland,logisland-service-influxdb-client
org.apache.synapse,synapse-core
org.jeasy,easy-batch-flatfile
org.apache.camel.quarkus,camel-quarkus-avro
org.forgerock.ce.openam,openam-auth-msisdn
org.codehaus.woodstox,wstx-asl
org.apache.edgent.java7,edgent-runtime-jobregistry
net.sourceforge.wurfl,wurfl
io.syndesis.connector,connector-aws-s3
com.github.gwtd3,gwt-d3-api
net.sf.ehcache,ehcache-web
external,webservices-rt
io.quarkus,quarkus-spring-context-api
org.eclipse.hawkbit,hawkbit-autoconfigure
cn.jbone,jbone-errors
com.elmakers.mine.bukkit,MagicAPI
com.ljq.demo.springboot,demo-model
org.openhab.addons.bundles,org.openhab.binding.orvibo
com.oracle.oci.sdk,oci-java-sdk-rover
com.jd.jim.cli,jim-cli-api
org.xwiki.platform,xwiki-platform-user-profile-test-pageobjects
com.itextpdf,svg
io.avaje,mod-uuid
cn.org.easysite,easy-framework
org.ops4j.pax.cdi,pax-cdi-api
io.prometheus,simpleclient_hibernate
org.isisaddons.module.servletapi,isis-module-servletapi-dom
com.ning,async-http-client
org.apache.mnemonic,mnemonic-common
org.jboss.narayana.xts,xts-test-servlet
org.glassfish.main.persistence.cmp,cmp-support-ejb
org.apache.tika,tika-parser-advancedmedia-module
org.jboss.windup.rules.apps,windup-rules-base-api
org.pdfsam,eventstudio
io.github.sevdokimov.logviewer,log-generator
used-scopes,compile
org.apache.camel.quarkus,camel-quarkus-thrift
com.microsoft.azure,azure-mgmt-network
org.mortbay.jetty,jsp-2.1-jetty
org.wso2.carbon.mediation,org.wso2.carbon.event.sink
org.apache.camel.quarkus,camel-quarkus-geocoder-deployment
com.stratio.cassandra,cassandra-lucene-index-builder
org.apache.edgent,edgent-analytics-sensors
com.oracle.bedrock.coherence,coherence-12.2.1-testing-support
org.apache.syncope.ext.scimv2,syncope-ext-scimv2-scim-rest-cxf
org.apache.cayenne,cayenne-jgroups
com.zrlog,data
org.samba.jcifs,jcifs
io.opentracing.contrib,opentracing-spring-cloud-rxjava-starter
io.projectreactor.tools,blockhound-junit-platform
com.networknt,service
org.apache.linkis,linkis-message-scheduler
org.nuxeo.build,nuxeo-distribution-tools
org.acme.quarkus.sample,acme-extension
org.apache.camel.quarkus,camel-quarkus-sjms
com.canoo.dolphin-platform,dolphin-platform-server-spring
org.wildfly.swarm,config-api-modules
org.mortbay.jetty,jetty-plus
com.neuronrobotics,nrjavaserial
org.modeshape,modeshape-jcr
com.tdunning,json
io.lumify,lumify-gpw-csv
org.codehaus.groovy,groovy-bsf
org.codehaus.groovy,groovy-testng
io.milton,cardme
com.querydsl,querydsl-codegen
org.wso2.carbon.analytics,org.wso2.carbon.analytics.dataservice.core
org.modeshape,modeshape-jca
com.goodskill,goodskill-mongo-api
org.ops4j.pax.swissbox,pax-swissbox-core
com.qcadoo.mes,mes-plugins-production-scheduling
org.nuxeo.ecm.platform,nuxeo-platform-directory-types-contrib
org.apache.wicket,wicket-request
org.glassfish.hk2,core
org.apache.linkis,linkis-protocol
com.thinkbiganalytics.kylo,kylo-commons-feed-util
tablelayout,TableLayout
org.apache.plc4x,plc4x-code-generation-protocol-base-mspec
org.apache.oozie,oozie-sharelib-distcp
org.kie.kogito,kogito-addons-quarkus-process-svg
com.github.jwpttcg66,GameThreadPool
org.apache.activemq,apollo-boot
org.openhab.addons.bundles,org.openhab.binding.feican
org.exist-db,exist-restxq
org.fakereplace,fakereplace-jsf
org.wildfly.swarm,ribbon-modules
com.github.devezhao,persist4j
org.apache.openwebbeans,openwebbeans-resource
com.insightfullogic,lambda-behave
org.rakam,rakam-presto-kafka
org.apache.jclouds.driver,jclouds-slf4j
com.github.vladimir-bukhtoyarov,bucket4j-core
org.metawidget.examples.swing,addressbook-swing
io.cattle,cattle-framework-jmx
com.addthis.hydra,hydra-uber
org.apache.cloudstack,cloud-plugin-acl-project-role-based
com.mockrunner,mockrunner-core
org.glassfish.main.resources,javamail-runtime
com.seezoon,seezoon-generator
com.squareup,tape
com.nukkitx.fastutil,fastutil-int-object-maps
com.gluonhq.attach,display
com.gzoltar,gzoltar
io.hops.hive,hops-jdbc
org.ansj,ansj_lucene7_plug
org.apache.camel.quarkus,camel-quarkus-mybatis
streamflow,streamflow-model
org.camunda.bpm.assert,camunda-bpm-assert
org.apache.avro,avro-maven-plugin
org.inferred,freebuilder
edu.gmu.eclab,riftlandData
org.zalando,riptide-chaos
ddf.platform.security,session-management-impl
nl.lxtreme.ols,util
org.apache.shenyu,shenyu-spring-boot-starter-client-springmvc
software.amazon.awscdk,s3
fish.payara.server.internal.jdbc,jdbc-config
com.firebase,tubesock
com.hortonworks.streamline,streamline-layout
org.forgerock.ce.openam,openam-authn-filter-config
org.apache.rampart.wso2,rampart-core
com.github.digitaldan,jomnilink
org.apache.poi,poi
org.codice.ddf.metrics,micrometer-bundle
com.opengamma.strata,strata-pricer
com.picocontainer.web,picocontainer-web-jsf
top.tangyh.lamp,lamp-sms-controller
io.joyrpc,joyrpc-serialization-protostuff
org.apache.hbase,hbase-hadoop2-compat
cn.lite.flow,lite-flow-executor-model-basic
io.lumify,lumify-terms-of-use
com.chrisnewland,jitwatch-core
org.tribuo,tribuo-util-infotheory
site.ycsb,googlebigtable-binding
com.vmware.mangle,mangle-vcenter-adapter-models
batik,batik-codec
org.apache.archiva.redback,redback-users-api
com.github.misberner.ap-commons,ap-commons
cn.iocoder.mall,system-biz
org.inventivetalent,vectors
virtuoso,sesame
org.osgi,org.osgi.service.log
com.oracle.database.xml,xdb
org.tanaguru,tanaguru-nomenclatureloader
com.octo.android.robospice,robospice-okhttp
kg.apc,jmeter-plugins-cmd
com.zheng,zheng-api-common
org.apache.servicecomb.toolkit,docgen
com.cxytiandi,kitty-servicecall-dubbo
org.nuxeo.ecm.core,nuxeo-core-storage-dbs
org.dromara,hmily-annotation
org.scpsolver,SCPSolver
org.joml,joml-primitives
org.xwiki.platform,xwiki-platform-dashboard-macro
org.codehaus.woodstox,woodstox-core-asl
org.apache.karaf.jms,org.apache.karaf.jms.core
org.apache.camel.quarkus,camel-quarkus-groovy-dsl-deployment
org.openjdk.jcstress,jcstress-core
org.rhq,rhq-cassandra-util
org.wicketstuff,wicketstuff-jwicket-tooltip-wtooltips
org.z3950.zing,cql-java
io.qameta.allure,allure-rest-assured
org.apache.tika,tika-xmp
org.exist-db,exist-jetty-config
org.codelibs,xpp3
org.openhab.addons.bundles,org.openhab.binding.pilight
com.impetus.kundera.client,kundera-cassandra-pelops
org.example,order-center-pattern
com.sun.xml.bind,jaxb1-impl
org.apache.camel,camel-jaxb
com.itextpdf,itext-asian
com.bea.sipservlet.tck,tck-unit
com.facebook.presto,presto-hive-function-namespace
org.apache.camel,camel-core
org.jvnet.libzfs,libzfs
